manufacturer,model_family,model_full,aircraft_category,operation_types,typical_engines,typical_seats,total_incidents,total_accidents,total_incidents_only,years_with_incidents,first_incident_date,last_incident_date,avg_incidents_per_year,data_eras,incidents_pre1982,incidents_pre2008,incidents_avall,fatal_event_count,serious_event_count,total_fatalities,total_serious_injuries,destroyed_count,fatality_rate_pct,destruction_rate_pct,avg_injury_score,avg_damage_score,weighted_severity_score,recent_severity,historical_severity,severity_trend,severity_slope,top_failure_1,top_failure_1_count,top_failure_2,top_failure_2_count,top_failure_3,top_failure_3_count,pct_engine_failure,pct_weather_related,pct_human_factor,pct_fire_related,pct_structural_failure,pct_maintenance_related,causal_finding_categories,aircraft_causes,personnel_causes,environmental_causes,n_distinct_clusters,avg_anomaly_score,high_anomaly_count,pct_nlp_categorized,dominant_cluster_id,pct_imc_conditions,risk_quartile,risk_tier,risk_rank,data_as_of,data_note
CESSNA,172,CESSNA 172,AIR,"121, 135",1,4,121,116,5,44,1964-04-23,2022-05-30,2.8,"avall, pre1982, pre2008",70,40,11,9,6,22,12,19,7.44,15.70,1.40,3.07,2.06,1.80,2.07,IMPROVING,0.0123,landing_gear,7,weather,5,engine_failure,3,100.0,100.0,33.3,14.3,20.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Not determined, Personnel, Personnel/Operations, Underlying",6,11,3,31,0.3570,4,15.7,7,4.13,2,HIGH,62,2026-04-14,Based on 121 incidents (1964-2022)
PIPER,PA-18,PIPER PA-18,AIR,135,1,2,63,63,0,30,1964-08-02,2023-09-13,2.1,"avall, pre1982, pre2008",38,21,4,4,1,8,1,14,6.35,22.22,1.30,3.19,2.06,3.13,2.00,WORSENING,0.0117,landing_gear,8,fuel_related,1,weather,1,0.0,100.0,100.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Legacy, Personnel, Personnel/Operations",1,1,0,21,0.4213,4,17.5,9,0.00,2,HIGH,63,2026-04-14,Based on 63 incidents (1964-2023)
PIPER,PA23,PIPER PA23,AIR,135,2,6,10,10,0,3,1964-01-20,2017-06-03,3.3,"avall, pre1982",9,0,1,1,0,1,2,2,10.00,20.00,1.30,3.20,2.06,4.00,1.84,WORSENING,0.0409,landing_gear,1,,,,,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft, Legacy, Personnel",3,1,0,5,0.2888,0,10.0,7,0.00,2,HIGH,61,2026-04-14,Based on 10 incidents (1964-2017)
CESSNA,206,CESSNA 206,AIR,135,1,6,136,131,5,44,1964-06-30,2024-06-08,3.1,"avall, pre1982, pre2008",69,62,5,11,5,23,15,19,8.09,13.97,1.38,3.06,2.05,2.40,2.05,WORSENING,0.0128,landing_gear,12,weather,9,engine_failure,8,100.0,100.0,33.3,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Legacy, Personnel, Personnel/Operations, Underlying",4,2,0,27,0.3247,4,22.8,7,5.15,2,HIGH,64,2026-04-14,Based on 136 incidents (1964-2024)
BEECHCRAFT,18S,BEECHCRAFT 18S,AIR,135,2,2,38,35,3,20,1964-09-08,1997-03-06,1.9,"pre1982, pre2008",27,11,0,3,0,4,0,12,7.89,31.58,1.26,3.24,2.05,,2.05,INSUFFICIENT_DATA,0.0306,landing_gear,4,human_factors,1,engine_failure,1,100.0,100.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,19,0.3425,3,15.8,7,5.26,2,HIGH,65,2026-04-14,Based on 38 incidents (1964-1997)
SHORTS,SC7,SHORTS SC7,AIR,135,2,20,13,12,1,10,1970-05-18,2022-06-08,1.3,"avall, pre1982, pre2008",6,5,2,1,0,1,0,3,7.69,23.08,1.31,3.15,2.05,1.80,2.07,IMPROVING,0.0022,landing_gear,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Environmental, Legacy, Personnel, Personnel/Operations",0,1,1,11,0.4328,1,23.1,7,0.00,2,HIGH,66,2026-04-14,Based on 13 incidents (1970-2022)
PIPER,PA-23,PIPER PA-23,AIR,135,2,6,181,172,9,35,1964-11-05,2006-03-20,5.2,"pre1982, pre2008",152,29,0,9,3,23,3,65,4.97,35.91,1.20,3.30,2.04,,2.04,INSUFFICIENT_DATA,0.0161,landing_gear,13,weather,6,human_factors,2,0.0,100.0,100.0,7.7,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,31,0.4243,8,12.7,7,7.73,2,HIGH,68,2026-04-14,Based on 181 incidents (1964-2006)
CESSNA,182,CESSNA 182,AIR,135,1,4,82,81,1,28,1964-02-08,2006-02-23,2.9,"pre1982, pre2008",69,13,0,4,0,6,0,28,4.88,34.15,1.20,3.32,2.04,,2.04,INSUFFICIENT_DATA,0.0265,fuel_related,3,landing_gear,1,,,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,27,0.4091,8,4.9,7,4.88,2,HIGH,69,2026-04-14,Based on 82 incidents (1964-2006)
CESSNA,337,CESSNA 337,AIR,135,2,5,20,19,1,14,1965-05-15,2001-05-18,1.4,"pre1982, pre2008",19,1,0,0,1,0,3,10,0.00,50.00,1.10,3.45,2.04,,2.04,INSUFFICIENT_DATA,0.0049,engine_failure,1,,,,,100.0,0.0,0.0,0.0,0.0,0.0,"Legacy, Personnel/Operations",0,0,0,12,0.4847,1,5.0,7,0.00,2,HIGH,70,2026-04-14,Based on 20 incidents (1965-2001)
CONVAIR,440,CONVAIR 440,AIR,"121, 135",2,48,10,7,3,9,1978-05-12,2012-05-11,1.1,"avall, pre1982, pre2008",3,6,1,1,1,2,2,3,10.00,30.00,1.60,2.70,2.04,,2.04,INSUFFICIENT_DATA,-0.0108,weather,1,,,,,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,5,0.2438,0,10.0,7,10.00,2,HIGH,67,2026-04-14,Based on 10 incidents (1978-2012)
CESSNA,320,CESSNA 320,AIR,135,2,6,22,21,1,16,1965-09-30,1999-03-16,1.4,"pre1982, pre2008",19,3,0,1,0,4,0,9,4.55,40.91,1.14,3.36,2.03,,2.03,INSUFFICIENT_DATA,0.0090,landing_gear,4,weather,1,,,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,11,0.4017,1,22.7,7,0.00,2,HIGH,71,2026-04-14,Based on 22 incidents (1965-1999)
MCDONNELL DOUGLAS,DC-3,MCDONNELL DOUGLAS DC-3,AIR,"121, 135",2,2,57,49,8,35,1964-04-04,2009-07-07,1.6,"avall, pre1982, pre2008",34,22,1,6,0,11,1,16,10.53,28.07,1.35,3.04,2.02,,2.02,INSUFFICIENT_DATA,0.0162,landing_gear,4,fuel_related,2,human_factors,2,0.0,50.0,100.0,50.0,50.0,0.0,"Aircraft, Aircraft/Environment, Legacy, Personnel/Operations, Underlying",1,0,0,26,0.4108,4,17.5,7,0.00,2,HIGH,72,2026-04-14,Based on 57 incidents (1964-2009)
BELL,47J-2A,BELL 47J-2A,HELI,135,1,,13,13,0,6,1966-06-18,1978-05-16,2.2,pre1982,13,0,0,0,0,0,0,7,0.00,53.85,1.00,3.54,2.02,,2.02,INSUFFICIENT_DATA,-0.0053,,,,,,,,,,,,,Legacy,0,0,0,8,0.5670,2,0.0,32,0.00,2,HIGH,74,2026-04-14,Based on 13 incidents (1966-1978)
CESSNA,340,CESSNA 340,AIR,135,2,6,12,12,0,10,1974-12-19,2000-11-06,1.2,"pre1982, pre2008",6,6,0,1,0,1,1,3,8.33,25.00,1.25,3.17,2.02,,2.02,INSUFFICIENT_DATA,0.0350,weather,2,landing_gear,1,,,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,6,0.2855,0,25.0,7,25.00,2,HIGH,73,2026-04-14,Based on 12 incidents (1974-2000)
BEECHCRAFT,95,BEECHCRAFT 95,AIR,135,2,6,60,54,6,22,1966-03-11,1997-08-23,2.7,"pre1982, pre2008",48,12,0,3,1,7,3,20,5.00,33.33,1.20,3.22,2.01,,2.01,INSUFFICIENT_DATA,0.0142,landing_gear,4,weather,1,engine_failure,1,100.0,100.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,19,0.3607,2,10.0,7,5.00,2,HIGH,75,2026-04-14,Based on 60 incidents (1966-1997)
MCDONNELL DOUGLAS,269B,MCDONNELL DOUGLAS 269B,HELI,135,1,,22,22,0,8,1964-07-26,1978-09-04,2.8,pre1982,22,0,0,1,0,4,1,7,4.55,31.82,1.14,3.32,2.01,,2.01,INSUFFICIENT_DATA,-0.0260,,,,,,,,,,,,,Legacy,0,0,0,14,0.5411,3,0.0,37,0.00,2,HIGH,76,2026-04-14,Based on 22 incidents (1964-1978)
BEECHCRAFT,45H,BEECHCRAFT 45H,AIR,135,2,2,72,67,5,22,1965-04-09,2005-03-18,3.3,"pre1982, pre2008",65,7,0,3,0,3,0,26,4.17,36.11,1.15,3.28,2.00,,2.00,INSUFFICIENT_DATA,0.0229,landing_gear,4,fuel_related,2,weather,1,0.0,100.0,0.0,25.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,25,0.4618,3,11.1,7,1.39,2,HIGH,79,2026-04-14,Based on 72 incidents (1965-2005)
HILLER,FH1100,HILLER FH1100,HELI,135,1,,46,45,1,15,1967-07-06,1981-10-18,3.1,pre1982,46,0,0,3,2,3,2,9,6.52,19.57,1.28,3.09,2.00,,2.00,INSUFFICIENT_DATA,-0.0064,human_factors,2,,,,,0.0,0.0,100.0,0.0,0.0,0.0,Legacy,0,0,0,16,0.5293,3,4.3,41,0.00,2,HIGH,78,2026-04-14,Based on 46 incidents (1967-1981)
AERO COMMANDER,560,AERO COMMANDER 560,AIR,135,2,,15,15,0,9,1966-09-18,1976-07-09,1.7,pre1982,15,0,0,1,0,1,0,5,6.67,33.33,1.20,3.20,2.00,,2.00,INSUFFICIENT_DATA,0.0000,hydraulic,1,landing_gear,1,human_factors,1,0.0,0.0,100.0,0.0,0.0,0.0,Legacy,0,0,0,10,0.5414,1,20.0,13,0.00,2,HIGH,77,2026-04-14,Based on 15 incidents (1966-1976)
BEECHCRAFT,65,BEECHCRAFT 65,AIR,135,2,7,40,35,5,26,1966-07-09,2024-07-12,1.5,"avall, pre1982, pre2008",24,10,6,3,1,11,1,9,7.50,22.50,1.28,3.05,1.99,1.80,1.99,STABLE,0.0050,landing_gear,7,weather,1,fuel_related,1,0.0,100.0,0.0,14.3,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Personnel, Personnel/Operations, Underlying",2,3,1,19,0.3917,2,22.5,7,15.00,2,HIGH,80,2026-04-14,Based on 40 incidents (1966-2024)
GRUMMAN,21A,GRUMMAN 21A,AIR,135,2,8,40,37,3,17,1966-03-19,2008-04-10,2.4,"avall, pre1982, pre2008",36,3,1,2,3,6,2,9,5.00,22.50,1.30,3.03,1.99,,1.99,INSUFFICIENT_DATA,0.0170,weather,2,landing_gear,1,,,0.0,100.0,100.0,0.0,0.0,0.0,"Aircraft, Legacy, Personnel, Personnel/Operations",1,2,0,15,0.4551,1,7.5,46,2.50,2,HIGH,81,2026-04-14,Based on 40 incidents (1966-2008)
EUROCOPTER,SA315B,EUROCOPTER SA315B,HELI,135,1,5,16,16,0,6,1977-01-31,1986-02-20,2.7,"pre1982, pre2008",13,3,0,0,0,0,0,4,0.00,25.00,1.13,3.25,1.98,,1.98,INSUFFICIENT_DATA,0.0351,,,,,,,,,,,,,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,10,0.4536,3,0.0,7,0.00,2,HIGH,83,2026-04-14,Based on 16 incidents (1977-1986)
BEECHCRAFT,A36,BEECHCRAFT A36,AIR,135,1,6,13,11,2,12,1976-04-08,2020-06-17,1.1,"avall, pre1982, pre2008",5,5,3,1,0,1,0,2,7.69,15.38,1.31,3.00,1.98,1.80,2.02,IMPROVING,0.0013,engine_failure,2,landing_gear,2,human_factors,1,100.0,50.0,100.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Legacy, Not determined, Personnel, Personnel/Operations",3,2,0,9,0.3386,0,38.5,7,23.08,2,HIGH,82,2026-04-14,Based on 13 incidents (1976-2020)
CESSNA,185,CESSNA 185,AIR,135,1,5,239,236,3,47,1964-01-16,2021-02-04,5.1,"avall, pre1982, pre2008",149,85,5,10,7,22,10,24,4.18,10.04,1.23,3.06,1.97,3.60,1.96,WORSENING,0.0144,landing_gear,24,weather,4,engine_failure,2,100.0,100.0,37.5,8.3,4.2,4.2,"Aircraft, Aircraft/Environment, Legacy, Personnel, Personnel/Operations, Underlying",4,3,0,32,0.3825,8,13.4,7,0.42,2,HIGH,86,2026-04-14,Based on 239 incidents (1964-2021)
BEECHCRAFT,45G,BEECHCRAFT 45G,AIR,135,2,2,27,24,3,17,1964-11-03,1998-12-11,1.6,"pre1982, pre2008",22,5,0,1,0,1,0,9,3.70,33.33,1.19,3.15,1.97,,1.97,INSUFFICIENT_DATA,0.0122,landing_gear,2,,,,,0.0,50.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,12,0.4156,0,7.4,47,7.41,2,HIGH,87,2026-04-14,Based on 27 incidents (1964-1998)
BELL,205,BELL 205,HELI,135,1,13,21,21,0,12,1969-01-26,2020-08-24,1.8,"avall, pre1982, pre2008",19,1,1,0,0,0,0,11,0.00,52.38,1.00,3.43,1.97,1.80,1.98,STABLE,-0.0020,human_factors,1,,,,,0.0,0.0,100.0,0.0,0.0,0.0,"Legacy, Personnel/Operations",0,0,0,18,0.5050,0,4.8,7,4.76,2,HIGH,88,2026-04-14,Based on 21 incidents (1969-2020)
BELL,47G-3B,BELL 47G-3B,HELI,135,1,,18,18,0,8,1966-07-11,1981-05-04,2.3,pre1982,18,0,0,1,0,1,1,3,5.56,16.67,1.17,3.17,1.97,,1.97,INSUFFICIENT_DATA,-0.0012,,,,,,,,,,,,,Legacy,0,0,0,13,0.5083,0,0.0,19,0.00,2,HIGH,85,2026-04-14,Based on 18 incidents (1966-1981)
BELL,47J,BELL 47J,HELI,135,1,,14,14,0,8,1964-06-09,1977-09-17,1.8,pre1982,14,0,0,0,0,0,0,6,0.00,42.86,1.00,3.43,1.97,,1.97,INSUFFICIENT_DATA,0.0242,,,,,,,,,,,,,Legacy,0,0,0,8,0.4621,1,0.0,22,0.00,3,MEDIUM,88,2026-04-14,Based on 14 incidents (1964-1977)
HELIO,295,HELIO 295,AIR,135,1,4,13,13,0,11,1977-09-02,2023-09-17,1.2,"avall, pre1982, pre2008",1,4,8,1,0,3,0,1,7.69,7.69,1.23,3.08,1.97,1.80,2.04,IMPROVING,-0.0267,landing_gear,3,engine_failure,3,human_factors,1,100.0,0.0,100.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Not determined, Personnel, Personnel/Operations",6,5,2,5,0.2955,0,61.5,9,0.00,2,HIGH,84,2026-04-14,Based on 13 incidents (1977-2023)
MCDONNELL DOUGLAS,369HS,MCDONNELL DOUGLAS 369HS,HELI,135,1,5,39,39,0,18,1969-08-12,2005-02-03,2.2,"pre1982, pre2008",33,6,0,0,1,0,2,10,0.00,25.64,1.10,3.26,1.96,,1.96,INSUFFICIENT_DATA,0.0110,engine_failure,2,human_factors,2,,,100.0,0.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,16,0.4555,3,10.3,7,0.00,3,MEDIUM,92,2026-04-14,Based on 39 incidents (1969-2005)
CESSNA,404,CESSNA 404,AIR,135,2,2,25,21,4,15,1977-12-22,2021-09-18,1.7,"avall, pre1982, pre2008",6,17,2,2,2,2,4,5,8.00,20.00,1.40,2.80,1.96,1.80,1.97,STABLE,-0.0007,landing_gear,4,weather,2,engine_failure,1,100.0,100.0,25.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Legacy, Personnel/Operations, Underlying",1,0,0,10,0.2701,0,32.0,7,20.00,3,MEDIUM,90,2026-04-14,Based on 25 incidents (1977-2021)
DEHAVILLAND,104,DEHAVILLAND 104,AIR,135,2,,24,23,1,14,1964-04-09,1979-06-11,1.7,pre1982,24,0,0,1,0,3,2,7,4.17,29.17,1.13,3.21,1.96,,1.96,INSUFFICIENT_DATA,-0.0167,human_factors,1,,,,,0.0,0.0,100.0,0.0,0.0,0.0,Legacy,0,0,0,14,0.4596,4,4.2,7,0.00,3,MEDIUM,91,2026-04-14,Based on 24 incidents (1964-1979)
BELL,204,BELL 204,HELI,135,1,,22,22,0,8,1965-11-05,1981-06-14,2.8,pre1982,22,0,0,0,1,0,1,6,0.00,27.27,1.09,3.27,1.96,,1.96,INSUFFICIENT_DATA,0.0576,human_factors,1,,,,,0.0,0.0,100.0,0.0,0.0,0.0,Legacy,0,0,0,12,0.4907,1,4.5,15,0.00,3,MEDIUM,92,2026-04-14,Based on 22 incidents (1965-1981)
DEHAVILLAND,6,DEHAVILLAND 6,AIR,"121, 135",2,19,95,75,20,37,1967-01-19,2025-08-11,2.6,"avall, pre1982, pre2008",48,39,8,7,6,60,43,20,7.37,21.05,1.39,2.80,1.95,2.16,1.94,WORSENING,-0.0003,landing_gear,5,weather,4,bird_strike,3,0.0,100.0,25.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Organizational, Other, Personnel, Personnel/Operations, Underlying",1,4,1,29,0.3599,2,16.8,7,7.37,3,MEDIUM,94,2026-04-14,Based on 95 incidents (1967-2025)
BELL,47J-2,BELL 47J-2,HELI,135,1,,19,19,0,10,1966-01-14,1978-10-21,1.9,pre1982,19,0,0,0,0,0,0,7,0.00,36.84,1.00,3.37,1.95,,1.95,INSUFFICIENT_DATA,0.0172,,,,,,,,,,,,,Legacy,0,0,0,13,0.4566,2,0.0,7,0.00,3,MEDIUM,95,2026-04-14,Based on 19 incidents (1966-1978)
CESSNA,411,CESSNA 411,AIR,135,2,,11,11,0,8,1967-02-01,1980-01-24,1.4,pre1982,11,0,0,0,0,0,0,4,0.00,36.36,1.00,3.36,1.95,,1.95,INSUFFICIENT_DATA,0.0206,,,,,,,,,,,,,Legacy,0,0,0,8,0.4812,1,0.0,4,0.00,3,MEDIUM,95,2026-04-14,Based on 11 incidents (1967-1980)
BEECHCRAFT,D18S,BEECHCRAFT D18S,AIR,135,2,2,127,117,10,27,1964-02-03,2007-04-26,4.7,"pre1982, pre2008",117,10,0,4,1,14,1,32,3.15,25.20,1.13,3.17,1.94,,1.94,INSUFFICIENT_DATA,0.0157,weather,2,landing_gear,2,hydraulic,1,0.0,100.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,27,0.4707,12,3.9,7,3.15,3,MEDIUM,97,2026-04-14,Based on 127 incidents (1964-2007)
BELL,47G3B1,BELL 47G3B1,HELI,135,1,,85,84,1,16,1965-04-11,1980-04-30,5.3,pre1982,85,0,0,1,0,1,1,26,1.18,30.59,1.04,3.29,1.94,,1.94,INSUFFICIENT_DATA,0.0086,human_factors,2,weather,2,fire,1,0.0,100.0,100.0,100.0,0.0,0.0,Legacy,0,0,0,25,0.4966,7,5.9,7,0.00,3,MEDIUM,98,2026-04-14,Based on 85 incidents (1965-1980)
HILLER,UH12E,HILLER UH12E,HELI,135,1,3,21,21,0,11,1965-01-04,1994-04-09,1.9,"pre1982, pre2008",20,1,0,0,0,0,0,6,0.00,28.57,1.05,3.29,1.94,,1.94,INSUFFICIENT_DATA,-0.0008,fuel_related,1,engine_failure,1,,,100.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,13,0.5144,4,9.5,44,0.00,3,MEDIUM,99,2026-04-14,Based on 21 incidents (1965-1994)
GRUMMAN,21,GRUMMAN 21,AIR,135,2,10,10,10,0,10,1965-08-27,1998-04-15,1.0,"pre1982, pre2008",8,2,0,0,0,0,0,2,0.00,20.00,1.10,3.20,1.94,,1.94,INSUFFICIENT_DATA,0.0059,weather,1,,,,,0.0,100.0,0.0,0.0,0.0,0.0,"Legacy, Personnel/Operations",0,0,0,9,0.4857,1,10.0,9,0.00,3,MEDIUM,99,2026-04-14,Based on 10 incidents (1965-1998)
BEECHCRAFT,35,BEECHCRAFT 35,AIR,135,1,4,14,14,0,8,1965-02-14,1995-02-11,1.8,"pre1982, pre2008",12,2,0,1,0,1,0,3,7.14,21.43,1.21,3.00,1.93,,1.93,INSUFFICIENT_DATA,0.0067,landing_gear,2,engine_failure,1,,,100.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy",0,0,0,12,0.4845,0,21.4,8,0.00,3,MEDIUM,101,2026-04-14,Based on 14 incidents (1965-1995)
CESSNA,180,CESSNA 180,AIR,135,1,4,204,204,0,34,1964-05-21,2023-11-21,6.0,"avall, pre1982, pre2008",179,16,9,7,4,11,6,22,3.43,10.78,1.15,3.07,1.92,2.23,1.90,WORSENING,0.0097,landing_gear,6,engine_failure,2,weather,2,100.0,100.0,50.0,0.0,0.0,0.0,"Aircraft, Aircraft/Environment, Environmental, Legacy, Other, Personnel, Personnel/Operations, Underlying",6,5,2,31,0.4370,6,5.4,32,0.49,3,MEDIUM,103,2026-04-14,Based on 204 incidents (1964-2023)
PIPER,PA-30,PIPER PA-30,AIR,135,2,4,47,44,3,19,1965-08-04,1990-02-19,2.5,"pre1982, pre2008",42,5,0,1,0,2,1,11,2.13,23.40,1.09,3.17,1.92,,1.92,INSUFFICIENT_DATA,-0.0032,landing_gear,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"Legacy, Personnel/Operations",0,0,0,15,0.3991,6,2.1,7,2.13,3,MEDIUM,104,2026-04-14,Based on 47 incidents (1965-1990)
LEAR,23,LEAR 23,AIR,135,2,3,21,18,3,15,1965-11-14,1991-07-02,1.4,"pre1982, pre2008",18,3,0,1,1,3,1,7,4.76,33.33,1.24,2.95,1.92,,1.92,INSUFFICIENT_DATA,-0.0075,,,,,,,,,,,,,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,14,0.4685,0,0.0,37,0.00,3,MEDIUM,102,2026-04-14,Based on 21 incidents (1965-1991)
HILLER,12E,HILLER 12E,HELI,135,1,3,65,65,0,18,1965-06-22,2020-02-01,3.6,"avall, pre1982, pre2008",63,1,1,0,1,0,1,15,0.00,23.08,1.03,3.23,1.91,1.80,1.91,STABLE,0.0014,human_factors,1,fuel_related,1,,,0.0,0.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy",0,0,0,16,0.4824,2,3.1,22,0.00,3,MEDIUM,105,2026-04-14,Based on 65 incidents (1965-2020)
CESSNA,205,CESSNA 205,AIR,135,1,,14,14,0,6,1964-02-13,1977-01-10,2.3,pre1982,14,0,0,0,1,0,1,3,0.00,21.43,1.14,3.07,1.91,,1.91,INSUFFICIENT_DATA,0.0017,,,,,,,,,,,,,Legacy,0,0,0,10,0.3573,0,0.0,7,0.00,3,MEDIUM,105,2026-04-14,Based on 14 incidents (1964-1977)
LEAR,24,LEAR 24,AIR,135,2,8,11,9,2,9,1973-02-21,1998-05-23,1.2,"pre1982, pre2008",6,5,0,0,1,0,2,2,0.00,18.18,1.18,3.00,1.91,,1.91,INSUFFICIENT_DATA,0.0122,hydraulic,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations, Underlying",0,0,0,9,0.3632,0,9.1,7,0.00,3,MEDIUM,105,2026-04-14,Based on 11 incidents (1973-1998)
BOEING,707,BOEING 707,AIR,121,4,92,14,9,5,8,1972-12-14,1996-10-23,1.8,"pre1982, pre2008",1,13,0,5,1,154,1,1,35.71,7.14,2.21,1.43,1.90,,1.90,INSUFFICIENT_DATA,0.0456,landing_gear,2,human_factors,1,,,0.0,0.0,100.0,0.0,0.0,0.0,"Aircraft/Environment, Legacy, Personnel/Operations",0,0,0,5,0.2022,0,21.4,7,21.43,3,MEDIUM,108,2026-04-14,Based on 14 incidents (1972-1996)
EMBRAER,EMB-120,EMBRAER EMB-120,AIR,"121, 135",2,32,21,10,11,15,1986-12-23,2010-02-16,1.4,"avall, pre2008",0,19,2,4,1,62,14,3,19.05,14.29,1.81,2.00,1.89,,1.89,INSUFFICIENT_DATA,-0.0220,weather,4,human_factors,2,engine_failure,1,100.0,100.0,100.0,100.0,0.0,0.0,"Aircraft/Environment, Other, Personnel, Personnel/Operations, Underlying",0,2,0,11,0.3958,1,38.1,14,9.52,3,MEDIUM,110,2026-04-14,Based on 21 incidents (1986-2010)
BEECHCRAFT,C45H,BEECHCRAFT C45H,AIR,135,2,,17,17,0,9,1964-07-25,1979-06-29,1.9,pre1982,17,0,0,0,0,0,0,4,0.00,23.53,1.00,3.24,1.89,,1.89,INSUFFICIENT_DATA,0.0082,landing_gear,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,Legacy,0,0,0,10,0.5229,3,5.9,8,0.00,3,MEDIUM,111,2026-04-14,Based on 17 incidents (1964-1979)
AIRBUS,A300,AIRBUS A300,AIR,121,2,136,15,8,7,11,1986-07-13,2024-10-29,1.4,"avall, pre2008",0,13,2,3,3,263,7,2,20.00,13.33,2.00,1.73,1.89,1.80,1.90,STABLE,0.0226,landing_gear,4,weather,3,fire,1,0.0,100.0,66.7,100.0,33.3,0.0,"Aircraft, Aircraft/Environment, Personnel, Personnel/Operations",1,1,0,9,0.3375,0,53.3,7,13.33,3,MEDIUM,109,2026-04-14,Based on 15 incidents (1986-2024)
DEHAVILLAND,DH104,DEHAVILLAND DH104,AIR,135,2,,13,11,2,6,1964-12-13,1972-03-14,2.2,pre1982,13,0,0,0,0,0,0,4,0.00,30.77,1.00,3.23,1.89,,1.89,INSUFFICIENT_DATA,0.0192,,,,,,,,,,,,,Legacy,0,0,0,13,0.4954,1,0.0,0,0.00,3,MEDIUM,111,2026-04-14,Based on 13 incidents (1964-1972)
BELL,47G,BELL 47G,HELI,135,1,,13,13,0,9,1965-06-16,1979-09-20,1.4,pre1982,13,0,0,0,0,0,0,3,0.00,23.08,1.00,3.23,1.89,,1.89,INSUFFICIENT_DATA,0.0131,,,,,,,,,,,,,Legacy,0,0,0,10,0.5531,2,0.0,4,0.00,3,MEDIUM,111,2026-04-14,Based on 13 incidents (1965-1979)
BELL,47G-2,BELL 47G-2,HELI,135,1,,44,43,1,12,1965-06-24,1980-07-14,3.7,pre1982,44,0,0,0,0,0,0,9,0.00,20.45,1.00,3.18,1.87,,1.87,INSUFFICIENT_DATA,-0.0006,,,,,,,,,,,,,Legacy,0,0,0,17,0.4990,2,0.0,22,0.00,3,MEDIUM,114,2026-04-14,Based on 44 incidents (1965-1980)
AERO COMMANDER,680,AERO COMMANDER 680,AIR,135,2,2,17,17,0,10,1967-04-04,1986-12-03,1.7,"pre1982, pre2008",16,1,0,0,0,0,0,4,0.00,23.53,1.00,3.18,1.87,,1.87,INSUFFICIENT_DATA,-0.0089,fuel_related,1,landing_gear,1,,,0.0,0.0,0.0,0.0,0.0,0.0,"Legacy, Personnel/Operations",0,0,0,11,0.4550,0,11.8,7,0.00,3,MEDIUM,114,2026-04-14,Based on 17 incidents (1967-1986)
CESSNA,P206,CESSNA P206,AIR,135,1,4,14,14,0,11,1966-12-29,2015-01-03,1.3,"avall, pre1982, pre2008",11,2,1,0,0,0,0,1,0.00,7.14,1.07,3.07,1.87,,1.87,INSUFFICIENT_DATA,0.0107,engine_failure,1,,,,,100.0,0.0,0.0,0.0,0.0,0.0,"Legacy, Not determined, Personnel/Operations",0,0,0,10,0.4797,1,7.1,7,0.00,3,MEDIUM,114,2026-04-14,Based on 14 incidents (1966-2015)
