ev_id,ev_type,ev_date,event_year,event_month,ev_city,ev_state,ev_country,ev_highest_injury,light_cond,wx_cond_basic,vis_sm,wind_vel_kts,fatalities,serious_injuries,minor_injuries,uninjured,dec_latitude,dec_longitude,injury_score,weather_category,source_era
20080228X00245,ACC,2008-02-22 00:00:00,2008,2,Kayenta,AZ,USA,SERS,DAYL,IMC,0.5,9,0,2,3,15,36.471668,-110.417778,3,IMC,avall
20080229X00247,ACC,2008-02-23 00:00:00,2008,2,Willcox,AZ,USA,MINR,DAYL,VMC,10.0,13,0,0,1,1,32.245277,-109.894447,2,VMC,avall
20080305X00267,INC,2008-02-24 00:00:00,2008,2,Las Vegas,NV,USA,MINR,DAYL,VMC,10.0,14,0,0,6,136,36.080001,-115.152221,2,VMC,avall
20080310X00290,ACC,2008-02-03 00:00:00,2008,2,Stockbridge,WI,USA,SERS,DAYL,VMC,5.0,,0,1,0,0,44.029998,-88.190002,3,VMC,avall
20080408X00440,ACC,2008-02-26 00:00:00,2008,2,Athens,GA,USA,NONE,DAYL,VMC,10.0,17,0,0,0,2,33.993057,-83.183334,1,VMC,avall
20080403X00424,ACC,2008-02-26 00:00:00,2008,2,Moab,UT,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,38.755001,-109.754722,1,VMC,avall
20080304X00254,INC,2008-01-24 00:00:00,2008,1,Kingston,,JM,,,,,,0,0,0,0,,,0,UNKNOWN,avall
20080227X00237,ACC,2008-02-11 00:00:00,2008,2,Keflavík,OF,IC,FATL,DAYL,,,,1,0,0,0,63.77111,-24.564443,4,UNKNOWN,avall
20080227X00238,ACC,2008-02-21 00:00:00,2008,2,Vik,,IC,FATL,DAYL,,,,1,0,0,0,63.416042,-19.00228,4,UNKNOWN,avall
20080304X00257,ACC,2008-02-27 00:00:00,2008,2,Tampa,FL,USA,NONE,NITE,VMC,10.0,10,0,0,0,1,27.975555,-82.533058,1,VMC,avall
20080306X00280,ACC,2008-02-21 00:00:00,2008,2,Aniak,AK,USA,NONE,NITE,VMC,9.0,5,0,0,0,5,61.581665,-159.54306,1,VMC,avall
20080318X00324,ACC,2008-02-25 00:00:00,2008,2,Venice,FL,USA,MINR,DAYL,VMC,10.0,7,0,0,1,0,27.069444,-82.4375,2,VMC,avall
20080229X00253,ACC,2008-02-26 00:00:00,2008,2,Murrieta/Temecu,CA,USA,SERS,DAYL,VMC,10.0,14,0,3,0,1,36.115985,-119.681175,3,VMC,avall
20080430X00565,ACC,2008-02-27 00:00:00,2008,2,Gila Bend,AZ,USA,NONE,DAYL,VMC,20.0,2,0,0,0,2,32.960277,-112.673614,1,VMC,avall
20080324X00370,ACC,2008-02-27 00:00:00,2008,2,Quincy,FL,USA,SERS,DAYL,VMC,10.0,14,0,1,2,0,30.597778,-84.55722,3,VMC,avall
20080312X00305,INC,2008-02-26 00:00:00,2008,2,Jackson,WY,USA,MINR,NITE,VMC,10.0,7,0,0,1,124,43.606109,-110.738609,2,VMC,avall
20080319X00339,ACC,2008-02-27 00:00:00,2008,2,Santiago,,CI,FATL,,VMC,,,6,0,0,0,-33.478889,-70.541946,4,VMC,avall
20080306X00281,ACC,2008-02-27 00:00:00,2008,2,Tyonek,AK,USA,FATL,DAYL,VMC,10.0,13,1,0,0,0,61.029724,-151.398605,4,VMC,avall
20080304X00258,ACC,2008-01-26 00:00:00,2008,1,Westiminster,MD,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,39.570518,-77.000518,1,VMC,avall
20080305X00271,ACC,2008-02-28 00:00:00,2008,2,Riverside,CA,USA,FATL,NITE,VMC,10.0,,3,0,0,0,33.944721,-117.446662,4,VMC,avall
20080416X00495,ACC,2008-02-29 00:00:00,2008,2,Vero Beach,FL,USA,NONE,DAYL,VMC,10.0,11,0,0,0,1,27.659166,-80.418891,1,VMC,avall
20080413X00464,ACC,2008-02-23 00:00:00,2008,2,Valdosta,GA,USA,SERS,NITE,IMC,10.0,,0,1,0,102,30.819775,-83.280647,3,IMC,avall
20080321X00359,ACC,2008-01-30 00:00:00,2008,1,Bessemer,AL,USA,NONE,DAYL,VMC,,,0,0,0,3,33.429943,-86.990432,1,VMC,avall
20080307X00283,INC,2008-03-01 00:00:00,2008,3,Dallas,TX,USA,NONE,DAYL,IMC,3.0,6,0,0,0,244,32.845275,-96.8525,1,IMC,avall
20080413X00463,ACC,2008-03-02 00:00:00,2008,3,S.Charleston,WV,USA,NONE,DAYL,VMC,10.0,5,0,0,0,2,38.334999,-81.731666,1,VMC,avall
20080416X00490,ACC,2008-03-02 00:00:00,2008,3,Norwood,MA,USA,NONE,DAYL,VMC,10.0,16,0,0,0,2,42.190555,-71.173057,1,VMC,avall
20080305X00263,ACC,2008-03-02 00:00:00,2008,3,Rio de Janiero,,BR,FATL,,VMC,,,4,0,0,0,-22.983333,-43.366664,4,VMC,avall
20080430X00566,ACC,2008-02-29 00:00:00,2008,2,Las Vegas,NV,USA,MINR,DAYL,VMC,10.0,,0,0,1,1,36.255279,-115.447502,2,VMC,avall
20080407X00435,ACC,2008-02-29 00:00:00,2008,2,Truckee,CA,USA,NONE,DAYL,VMC,10.0,11,0,0,0,1,39.322223,-120.143608,1,VMC,avall
20080418X00518,ACC,2008-03-04 00:00:00,2008,3,Meraux,LA,USA,NONE,DAYL,VMC,10.0,13,0,0,0,2,29.93,-89.933052,1,VMC,avall
20080318X00322,ACC,2008-03-04 00:00:00,2008,3,Linden,NJ,USA,NONE,DAYL,VMC,,15,0,0,0,2,40.616943,-74.239997,1,VMC,avall
20080311X00297,ACC,2008-03-04 00:00:00,2008,3,Oklahoma City,OK,USA,FATL,DAYL,VMC,10.0,9,5,0,0,0,35.472221,-97.667221,4,VMC,avall
20080404X00430,ACC,2008-03-03 00:00:00,2008,3,Chandler,AZ,USA,NONE,DAYL,VMC,10.0,10,0,0,0,2,33.269165,-111.811111,1,VMC,avall
20080305X00272,ACC,2008-03-03 00:00:00,2008,3,Mammoth,CA,USA,SERS,DAYL,VMC,10.0,,0,1,1,0,37.625556,-118.840835,3,VMC,avall
20080305X00265,ACC,2008-03-01 00:00:00,2008,3,Titusville,FL,USA,FATL,DAYL,VMC,10.0,3,3,1,0,0,28.62,-80.834724,4,VMC,avall
20080322X00366,ACC,2008-03-02 00:00:00,2008,3,Dayton,TN,USA,NONE,DAYL,VMC,10.0,10,0,0,0,1,35.48611,-84.931114,1,VMC,avall
20080307X00284,ACC,2008-01-22 00:00:00,2008,1,South St. Paul,MN,USA,NONE,DAYL,VMC,10.0,13,0,0,0,1,44.857223,-93.032775,1,VMC,avall
20080321X00353,ACC,2008-03-02 00:00:00,2008,3,Lincoln Park,NJ,USA,NONE,DAYL,VMC,10.0,11,0,0,0,2,40.941944,-74.308609,1,VMC,avall
20080414X00468,ACC,2008-02-28 00:00:00,2008,2,Brookhaven,MS,USA,NONE,DAYL,VMC,10.0,10,0,0,0,1,31.605833,-90.409164,1,VMC,avall
20080502X00584,ACC,2008-03-05 00:00:00,2008,3,Leonardtown,MD,USA,NONE,DAYL,VMC,10.0,11,0,0,0,2,38.309165,-76.550003,1,VMC,avall
20080306X00274,ACC,2008-02-23 00:00:00,2008,2,Buena Vista,CO,USA,NONE,DAYL,VMC,3.0,10,0,0,0,1,38.814167,-106.120834,1,VMC,avall
20080319X00331,ACC,2008-02-08 00:00:00,2008,2,Totes Gebirge,,AU,FATL,,VMC,10.0,9,2,0,0,0,47.686943,13.868332,4,VMC,avall
20080320X00343,ACC,2008-03-05 00:00:00,2008,3,San Antonio,TX,USA,NONE,DAYL,VMC,10.0,6,0,0,0,2,29.340555,-98.471946,1,VMC,avall
20080314X00314,ACC,2008-03-04 00:00:00,2008,3,Nikolai,AK,USA,MINR,DAYL,VMC,15.0,10,0,0,2,0,62.299999,-153.316665,2,VMC,avall
20080327X00392,ACC,2008-03-05 00:00:00,2008,3,Takotna,AK,USA,NONE,DAYL,VMC,2.0,10,0,0,0,3,63.0,-156.0,1,VMC,avall
20080610X00818,ACC,2008-03-04 00:00:00,2008,3,Nikolai,AK,USA,NONE,DAYL,VMC,10.0,25,0,0,0,2,62.533332,-153.616668,1,VMC,avall
20080310X00289,ACC,2008-02-23 00:00:00,2008,2,Lakeville,MN,USA,NONE,DAYL,VMC,,,0,0,0,1,44.627777,-93.228057,1,VMC,avall
20080310X00291,ACC,2008-02-23 00:00:00,2008,2,Poplar Grove,IL,USA,NONE,DAYL,VMC,,,0,0,0,2,42.322776,-88.836112,1,VMC,avall
20080509X00645,ACC,2008-02-13 00:00:00,2008,2,Gascoyne Junc,,AS,FATL,,VMC,,,2,0,0,2,-24.383333,115.01667,4,VMC,avall
20080404X00429,ACC,2008-03-02 00:00:00,2008,3,Tucson,AZ,USA,NONE,DAYL,VMC,10.0,16,0,0,0,1,32.446666,-111.002777,1,VMC,avall
20080320X00341,ACC,2008-03-06 00:00:00,2008,3,West Chester,PA,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,39.990276,-75.581947,1,VMC,avall
20080325X00383,ACC,2008-02-19 00:00:00,2008,2,Halls,TN,USA,NONE,DAYL,VMC,10.0,3,0,0,0,2,35.903331,-89.397224,1,VMC,avall
20080417X00506,ACC,2008-03-03 00:00:00,2008,3,Port Orange,FL,USA,NONE,DAYL,VMC,,15,0,0,0,2,29.079999,-81.046669,1,VMC,avall
20080518X00690,ACC,2008-03-06 00:00:00,2008,3,Fort Lauderdale,FL,USA,NONE,DAYL,VMC,5.0,9,0,0,0,2,26.197221,-80.170555,1,VMC,avall
20080318X00327,ACC,2008-03-08 00:00:00,2008,3,Stuart,FL,USA,NONE,DAYL,VMC,10.0,19,0,0,0,2,27.175556,-80.219169,1,VMC,avall
20080311X00294,ACC,2008-03-08 00:00:00,2008,3,Gun Barrel City,TX,USA,FATL,DAYL,VMC,10.0,6,1,1,0,0,32.033332,-96.142776,4,VMC,avall
20080603X00781,ACC,2008-03-08 00:00:00,2008,3,Charlottesville,VA,USA,NONE,DAYL,VMC,1.0,4,0,0,0,1,38.142223,-78.454719,1,VMC,avall
20080409X00442,ACC,2008-03-09 00:00:00,2008,3,Belmont,WV,USA,SERS,DAYL,VMC,10.0,5,0,1,0,0,39.368057,-81.293891,3,VMC,avall
20080416X00489,ACC,2008-02-25 00:00:00,2008,2,Apopka,FL,USA,NONE,DAYL,VMC,10.0,6,0,0,0,3,28.703611,-81.575553,1,VMC,avall
20080403X00421,ACC,2008-03-05 00:00:00,2008,3,Jerome,ID,USA,NONE,DAYL,VMC,10.0,4,0,0,0,3,42.726665,-114.45639,1,VMC,avall
20080411X00454,ACC,2008-03-08 00:00:00,2008,3,Westport,OK,USA,NONE,DAYL,VMC,10.0,12,0,0,0,2,36.222221,-96.344444,1,VMC,avall
20080317X00320,ACC,2008-03-07 00:00:00,2008,3,Bishop,CA,USA,NONE,DAYL,VMC,10.0,,0,0,0,3,37.373054,-118.363609,1,VMC,avall
20080403X00423,ACC,2008-03-08 00:00:00,2008,3,Tracy,CA,USA,NONE,DAYL,VMC,10.0,7,0,0,0,2,37.666667,-121.301109,1,VMC,avall
20080317X00318,ACC,2008-03-10 00:00:00,2008,3,Scottsdale,AZ,USA,NONE,DAYL,VMC,10.0,,0,0,0,2,33.622776,-111.910278,1,VMC,avall
20080317X00315,ACC,2008-03-11 00:00:00,2008,3,Abbeville,LA,USA,FATL,NDRK,IMC,2.5,11,2,0,0,0,30.034721,-92.066665,4,IMC,avall
20080317X00321,ACC,2008-02-24 00:00:00,2008,2,Fremont,OH,USA,NONE,DAYL,VMC,10.0,10,0,0,0,1,41.333057,-83.161109,1,VMC,avall
20080317X00316,ACC,2008-03-09 00:00:00,2008,3,Ledbetter,TX,USA,FATL,DAYL,VMC,10.0,13,1,0,0,0,30.230308,-96.760543,4,VMC,avall
20080416X00492,ACC,2008-03-11 00:00:00,2008,3,White Mountain,AK,USA,MINR,DAYL,IMC,5.0,,0,0,2,1,64.709724,-162.762771,2,IMC,avall
20080317X00319,ACC,2008-03-09 00:00:00,2008,3,Spanish Fork,UT,USA,NONE,DAYL,VMC,10.0,5,0,0,0,2,40.141387,-111.661109,1,VMC,avall
20080403X00418,ACC,2008-03-11 00:00:00,2008,3,Oxnard,CA,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,34.213611,-119.094169,1,VMC,avall
20080325X00384,ACC,2008-03-11 00:00:00,2008,3,Spartanburg,SC,USA,NONE,DAYL,VMC,10.0,9,0,0,0,1,34.915832,-81.95639,1,VMC,avall
20080320X00346,ACC,2008-03-01 00:00:00,2008,3,Key West,FL,USA,NONE,DAYL,VMC,10.0,13,0,0,0,1,24.516666,-81.360557,1,VMC,avall
20080321X00352,ACC,2008-03-11 00:00:00,2008,3,Mercury,NV,USA,NONE,NDRK,VMC,10.0,,0,0,0,1,36.616664,-116.01667,1,VMC,avall
20080409X00443,ACC,2008-03-11 00:00:00,2008,3,Santa Cruz,,PE,FATL,,IMC,,,10,0,0,0,-6.637333,-79.179056,4,IMC,avall
20080414X00472,ACC,2008-03-09 00:00:00,2008,3,Cartersville,GA,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,34.123054,-84.848609,1,VMC,avall
20080321X00349,ACC,2008-03-13 00:00:00,2008,3,Indiantown,FL,USA,FATL,DAYL,VMC,7.0,4,4,0,0,0,27.167222,-80.60028,4,VMC,avall
20080321X00357,ACC,2008-03-13 00:00:00,2008,3,Wilmington,NC,USA,FATL,DAYL,VMC,10.0,4,1,0,0,0,34.124721,-77.89833,4,VMC,avall
20080402X00413,ACC,2008-03-09 00:00:00,2008,3,Richmond,VA,USA,NONE,DAYL,VMC,10.0,12,0,0,0,1,37.505001,-77.319442,1,VMC,avall
20080414X00474,ACC,2008-03-13 00:00:00,2008,3,Live Oak,FL,USA,SERS,DAYL,VMC,10.0,5,0,1,0,0,30.252222,-82.924163,3,VMC,avall
20080505X00590,ACC,2008-04-04 00:00:00,2008,4,Anchorage,AK,USA,NONE,DAYL,VMC,,,0,0,0,2,61.179443,-149.983337,1,VMC,avall
20080414X00470,ACC,2008-03-10 00:00:00,2008,3,Nickerson,KS,USA,NONE,DUSK,VMC,10.0,5,0,0,0,2,38.145,-98.08361,1,VMC,avall
20080325X00385,ACC,2008-03-13 00:00:00,2008,3,Middlesboro,KY,USA,SERS,DAYL,VMC,10.0,15,0,1,0,0,36.610553,-83.73722,3,VMC,avall
20080404X00431,ACC,2008-03-07 00:00:00,2008,3,Bountiful,UT,USA,NONE,NITE,VMC,10.0,6,0,0,0,1,40.869167,-111.92694,1,VMC,avall
20080415X00488,ACC,2008-03-05 00:00:00,2008,3,West Palm Beach,FL,USA,NONE,DAYL,VMC,10.0,8,0,0,0,1,26.683055,-80.095558,1,VMC,avall
20080327X00391,ACC,2008-03-14 00:00:00,2008,3,Chugiak,AK,USA,MINR,DAYL,VMC,10.0,,0,0,1,0,61.416389,-149.507217,2,VMC,avall
20080319X00332,ACC,2008-03-15 00:00:00,2008,3,Front Royal,VA,USA,FATL,NITE,VMC,3.0,4,2,0,0,0,38.905555,-78.318885,4,VMC,avall
20080518X00691,ACC,2008-03-14 00:00:00,2008,3,Columbus,MS,USA,MINR,DAYL,VMC,10.0,4,0,0,1,0,33.45,-88.583335,2,VMC,avall
20080408X00438,ACC,2008-03-15 00:00:00,2008,3,Fort Lauderdale,FL,USA,NONE,DAYL,VMC,10.0,14,0,0,0,4,26.196666,-80.169998,1,VMC,avall
20080320X00340,ACC,2008-03-16 00:00:00,2008,3,Wildwood,FL,USA,FATL,NDRK,VMC,8.0,16,2,0,0,0,28.897222,-82.20111,4,VMC,avall
20080321X00348,ACC,2008-03-16 00:00:00,2008,3,Atkins,VA,USA,FATL,DAYL,VMC,10.0,9,2,0,0,0,36.933055,-81.381668,4,VMC,avall
20080425X00547,ACC,2008-03-15 00:00:00,2008,3,Horseshoe Bay,TX,USA,MINR,DAYL,VMC,10.0,9,0,0,1,1,30.325834,-98.326942,2,VMC,avall
20080414X00475,ACC,2008-03-17 00:00:00,2008,3,Montgomery,NY,USA,NONE,DAYL,VMC,10.0,11,0,0,0,1,41.509723,-74.264442,1,VMC,avall
20080321X00355,ACC,2008-02-05 00:00:00,2008,2,Ankeny,IA,USA,NONE,DAYL,IMC,0.75,7,0,0,0,1,41.691387,-93.56639,1,IMC,avall
20080321X00358,ACC,2008-02-16 00:00:00,2008,2,Viroqua,WI,USA,NONE,DAYL,VMC,10.0,15,0,0,0,1,43.549827,-90.880142,1,VMC,avall
20080324X00373,ACC,2008-02-08 00:00:00,2008,2,Cahokia,IL,USA,NONE,NDRK,VMC,10.0,5,0,0,0,2,38.570556,-90.156112,1,VMC,avall
20080321X00356,ACC,2008-02-08 00:00:00,2008,2,Litchfield,IL,USA,NONE,DAYL,VMC,10.0,16,0,0,0,2,39.256389,-89.614997,1,VMC,avall
20080324X00372,ACC,2008-02-06 00:00:00,2008,2,Grantsburg,WI,USA,NONE,DAYL,VMC,10.0,9,0,0,0,1,45.683887,-92.687225,1,VMC,avall
20080401X00412,ACC,2008-03-16 00:00:00,2008,3,Idabell,OK,USA,NONE,DAYL,VMC,10.0,16,0,0,0,1,33.905555,-94.855552,1,VMC,avall
20080418X00516,ACC,2008-03-17 00:00:00,2008,3,Opa Locka,FL,USA,NONE,DAYL,VMC,10.0,17,0,0,0,1,25.906944,-80.278335,1,VMC,avall
20080425X00556,ACC,2008-03-11 00:00:00,2008,3,Richfield,UT,USA,MINR,DAYL,VMC,10.0,3,0,0,1,0,38.736389,-112.098892,2,VMC,avall
20080401X00405,ACC,2008-03-14 00:00:00,2008,3,Marble Canyon,AZ,USA,NONE,DAYL,VMC,10.0,20,0,0,0,4,36.810832,-111.644447,1,VMC,avall
20080425X00557,ACC,2008-03-15 00:00:00,2008,3,Phoenix,AZ,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,33.688331,-112.082496,1,VMC,avall
20080325X00382,ACC,2008-03-18 00:00:00,2008,3,Mesa,AZ,USA,MINR,DAYL,VMC,35.0,6,0,0,2,0,33.460834,-111.728332,2,VMC,avall
20080319X00333,ACC,2008-03-12 00:00:00,2008,3,Santa Fe,NM,USA,NONE,DAYL,VMC,10.0,10,0,0,0,2,35.6175,-106.093612,1,VMC,avall
20080319X00334,ACC,2008-02-09 00:00:00,2008,2,Telluride,CO,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,37.950279,-107.900833,1,VMC,avall
20080319X00335,ACC,2008-03-18 00:00:00,2008,3,Las Vegas,NM,USA,NONE,DAYL,VMC,10.0,22,0,0,0,2,35.654167,-105.142501,1,VMC,avall
20080401X00406,ACC,2008-03-01 00:00:00,2008,3,Apple River,IL,USA,NONE,DAYL,VMC,10.0,7,0,0,0,3,42.500911,-90.089263,1,VMC,avall
20080417X00511,ACC,2008-03-20 00:00:00,2008,3,New Albany,MS,USA,NONE,DAYL,VMC,10.0,5,0,0,0,2,34.54861,-89.024169,1,VMC,avall
20080325X00381,ACC,2008-03-18 00:00:00,2008,3,Winslow,AZ,USA,FATL,DAYL,VMC,10.0,11,1,0,0,0,35.021945,-110.722503,4,VMC,avall
20080411X00462,ACC,2008-03-18 00:00:00,2008,3,Moab,UT,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,38.755001,-109.754722,1,VMC,avall
20080324X00369,ACC,2008-03-20 00:00:00,2008,3,Waxhaw,NC,USA,FATL,DAYL,VMC,10.0,11,1,0,0,0,34.986389,-80.757774,4,VMC,avall
20080331X00403,ACC,2008-03-13 00:00:00,2008,3,Back Gate,AR,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,34.0,-91.349998,1,VMC,avall
20080410X00453,ACC,2008-03-21 00:00:00,2008,3,Rome,GA,USA,FATL,DAYL,VMC,10.0,7,2,0,0,0,34.342777,-85.154724,4,VMC,avall
20080418X00513,ACC,2008-03-21 00:00:00,2008,3,Peyton,CO,USA,MINR,NR,VMC,10.0,20,0,0,1,0,39.10361,-104.539718,2,VMC,avall
20080328X00397,ACC,2008-03-20 00:00:00,2008,3,Portland,OR,USA,NONE,DAYL,VMC,10.0,9,0,0,0,1,45.588611,-122.607498,1,VMC,avall
20080421X00525,ACC,2008-03-16 00:00:00,2008,3,Rayle,GA,USA,NONE,DAYL,VMC,10.0,3,0,0,0,1,33.789722,-82.900276,1,VMC,avall
20080512X00652,ACC,2008-03-22 00:00:00,2008,3,Covington,TN,USA,NONE,,VMC,10.0,4,0,0,0,1,35.583332,-89.586944,1,VMC,avall
20080511X00647,INC,2008-03-22 00:00:00,2008,3,New York,NY,USA,NONE,DAYL,VMC,10.0,7,0,0,0,5,40.757499,-74.012496,1,VMC,avall
20080414X00471,ACC,2008-03-21 00:00:00,2008,3,Pueblo,CO,USA,NONE,DAYL,VMC,,22,0,0,0,2,38.288887,-104.496391,1,VMC,avall
20080415X00484,ACC,2008-03-22 00:00:00,2008,3,Grangeville,ID,USA,NONE,DAYL,VMC,10.0,,0,0,0,2,45.942501,-116.123336,1,VMC,avall
20080422X00531,ACC,2008-03-22 00:00:00,2008,3,Colfax,WA,USA,NONE,DAYL,VMC,10.0,16,0,0,0,1,46.858612,-117.413887,1,VMC,avall
20080328X00396,ACC,2008-03-22 00:00:00,2008,3,Genesee,ID,USA,MINR,DAYL,VMC,10.0,7,0,0,1,0,46.551387,-116.926109,2,VMC,avall
20080521X00704,ACC,2008-03-21 00:00:00,2008,3,Wauchula,FL,USA,NONE,DAYL,VMC,15.0,10,0,0,0,1,27.508888,-81.874725,1,VMC,avall
20080415X00485,ACC,2008-03-22 00:00:00,2008,3,Honolulu,HI,USA,NONE,DAYL,VMC,10.0,15,0,0,0,4,21.318611,-157.9225,1,VMC,avall
20080408X00437,ACC,2008-03-24 00:00:00,2008,3,Freeport,,BF,FATL,DAYL,VMC,10.0,,2,0,0,0,26.681667,-79.043609,4,VMC,avall
20080416X00497,ACC,2008-03-25 00:00:00,2008,3,Blythe,CA,USA,NONE,DUSK,VMC,10.0,,0,0,0,1,33.619167,-114.716941,1,VMC,avall
20080403X00422,ACC,2008-03-25 00:00:00,2008,3,Dayton,WA,USA,MINR,DAYL,VMC,10.0,,0,0,1,0,46.279724,-118.125556,2,VMC,avall
20080509X00640,INC,2008-03-22 00:00:00,2008,3,Richmond,VA,USA,NONE,DAYL,VMC,,,0,0,0,180,37.559574,-77.379219,1,VMC,avall
20080805X01155,INC,2008-06-26 00:00:00,2008,6,"Jundee, WA",,AS,NONE,,,,,0,0,0,2,-26.417222,120.568054,1,UNKNOWN,avall
20080403X00419,ACC,2008-03-25 00:00:00,2008,3,Venice,FL,USA,FATL,NITE,VMC,10.0,9,1,0,0,0,27.078332,-82.466667,4,VMC,avall
20080331X00400,ACC,2008-03-26 00:00:00,2008,3,Bridger,MT,USA,MINR,NITE,VMC,10.0,4,0,0,1,0,45.190555,-108.593055,2,VMC,avall
20080331X00402,ACC,2008-03-02 00:00:00,2008,3,Scribner,NE,USA,NONE,DAYL,VMC,,,0,0,0,1,41.660186,-96.660896,1,VMC,avall
20080425X00544,ACC,2008-03-26 00:00:00,2008,3,Plains,KS,USA,NONE,DAYL,VMC,,,0,0,0,1,37.256111,-100.588607,1,VMC,avall
20080331X00404,INC,2008-03-26 00:00:00,2008,3,Page,AZ,USA,NONE,DAYL,VMC,10.0,5,0,0,0,13,36.925834,-111.448333,1,VMC,avall
20080416X00498,ACC,2008-03-16 00:00:00,2008,3,Bremerton,WA,USA,NONE,DAYL,VMC,10.0,14,0,0,0,1,47.494998,-122.774444,1,VMC,avall
20080403X00417,INC,2008-03-25 00:00:00,2008,3,Dhaka,,BG,,,,,,0,0,0,0,,,0,UNKNOWN,avall
20080430X00568,ACC,2008-04-18 00:00:00,2008,4,Skaneateles,NY,USA,FATL,DAYL,VMC,10.0,,1,1,0,0,43.116664,-76.141387,4,VMC,avall
20080610X00820,ACC,2008-03-26 00:00:00,2008,3,Henderson,NV,USA,NONE,DAYL,VMC,20.0,13,0,0,0,9,39.479694,-119.739242,1,VMC,avall
20080404X00426,INC,2008-03-27 00:00:00,2008,3,Houston,TX,USA,NONE,DUSK,VMC,10.0,16,0,0,0,118,30.007223,-95.313613,1,VMC,avall
20080424X00539,ACC,2008-03-28 00:00:00,2008,3,Phoenix,AZ,USA,NONE,DAYL,VMC,10.0,5,0,0,0,1,33.691112,-112.903335,1,VMC,avall
20080416X00493,ACC,2008-03-27 00:00:00,2008,3,Aurora,OR,USA,NONE,DAYL,VMC,10.0,10,0,0,0,2,45.246944,-122.772224,1,VMC,avall
20080409X00444,ACC,2008-02-28 00:00:00,2008,2,Lago Ranco,,CI,,,VMC,,,0,0,0,0,-40.316665,-72.216667,0,VMC,avall
20080502X00587,ACC,2008-03-30 00:00:00,2008,3,"Farnborough, Ke",,UK,FATL,,VMC,9999.0,6,5,0,0,0,51.364723,0.066666,4,VMC,avall
20080409X00441,ACC,2008-03-29 00:00:00,2008,3,Rincon,GA,USA,SERS,DAYL,VMC,9.0,8,0,1,0,0,32.241111,-81.206947,3,VMC,avall
20080518X00692,ACC,2008-03-29 00:00:00,2008,3,Marlboro,MA,USA,NONE,DAYL,VMC,10.0,18,0,0,0,1,42.343055,-71.508888,1,VMC,avall
20080418X00515,ACC,2008-03-28 00:00:00,2008,3,Mankato,KS,USA,NONE,DAYL,VMC,,,0,0,0,1,39.133335,-98.033332,1,VMC,avall
20080402X00414,ACC,2008-03-29 00:00:00,2008,3,Elizabeth,CO,USA,NONE,DAYL,VMC,10.0,13,0,0,0,3,39.599998,-104.099998,1,VMC,avall
20080410X00452,ACC,2008-03-29 00:00:00,2008,3,Prescott,AZ,USA,NONE,DAYL,VMC,10.0,6,0,0,0,1,34.657501,-112.421386,1,VMC,avall
20080403X00415,ACC,2008-03-30 00:00:00,2008,3,Buckeye,AZ,USA,NONE,DAYL,VMC,60.0,12,0,0,0,1,33.420276,-112.686111,1,VMC,avall
20080424X00535,ACC,2008-03-29 00:00:00,2008,3,Mount Dora,FL,USA,NONE,DAYL,VMC,10.0,3,0,0,0,2,28.704444,-81.575553,1,VMC,avall
20080403X00416,ACC,2008-03-30 00:00:00,2008,3,Questa,NM,USA,SERS,DAYL,VMC,10.0,6,0,5,1,0,36.70639,-105.593055,3,VMC,avall
20080408X00436,ACC,2008-03-28 00:00:00,2008,3,DeLand,FL,USA,NONE,DAYL,VMC,10.0,4,0,0,0,1,29.066944,-81.283889,1,VMC,avall
20080509X00643,ACC,2008-03-28 00:00:00,2008,3,Abbeville,LA,USA,NONE,DAYL,VMC,10.0,10,0,0,0,2,29.945554,-92.146942,1,VMC,avall
20080403X00425,ACC,2008-03-31 00:00:00,2008,3,Marana,AZ,USA,MINR,DAYL,VMC,10.0,,0,0,1,0,32.409442,-111.21833,2,VMC,avall
20080404X00432,INC,2008-02-25 00:00:00,2008,2,Mexico City,,MX,NONE,NITE,VMC,15.0,,0,0,0,403,19.433332,-99.066665,1,VMC,avall
20080408X00439,ACC,2008-03-28 00:00:00,2008,3,Monterrey,,MX,NONE,DAYL,VMC,12.0,4,0,0,0,2,25.516666,-100.233329,1,VMC,avall
20080407X00434,ACC,2008-04-01 00:00:00,2008,4,Koliganek,AK,USA,MINR,DAYL,IMC,2.0,15,0,0,1,0,59.616664,-157.511672,2,IMC,avall
20080509X00644,ACC,2008-04-01 00:00:00,2008,4,Ugashik,AK,USA,NONE,DAYL,VMC,10.0,,0,0,0,1,57.566665,-157.024993,1,VMC,avall
20080409X00445,ACC,2008-04-04 00:00:00,2008,4,New York,NY,USA,NONE,NITE,VMC,10.0,12,0,0,0,2,40.63972,-73.778892,1,VMC,avall
20080522X00713,ACC,2008-04-03 00:00:00,2008,4,Columbus,GA,USA,NONE,DAYL,VMC,8.0,14,0,0,0,2,32.516387,-84.938888,1,VMC,avall
