ev_id,aircraft_key,regis_no,far_part,damage,make_raw,model_raw,acft_series,manufacturer,model_family,model_full,acft_category,num_eng,total_seats,cert_max_gr_wt,acft_year,oper_name,oper_sched,oper_pax_cargo,type_fly,afm_hrs,second_pilot,damage_score,source_era
20080116X00063,1,N509FN,135,SUBS,PIPER,PA-31-350,,PIPER,PA-31,PIPER PA-31,AIR,2,10,7368,,"Servant Air, Inc.",NSCH,PAX,,13130.0,N,3,avall
20080118X00073,1,N705SK,121,SUBS,"Bombardier, Inc.",CL-600-2C10,,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,70,75250,,,SCHD,PAX,,10507.0,Y,3,avall
20080118X00073,2,N508UA,121,SUBS,BOEING,757-222,,BOEING,757,BOEING 757,AIR,2,192,240000,,,SCHD,PAX,,59365.0,N,3,avall
20080129X00119,1,N712AT,135,SUBS,AERO COMMANDER,500B,,AERO COMMANDER,500B,AERO COMMANDER 500B,AIR,2,2,6750,,Central Air Southwest,NSCH,CARG,,17888.0,N,3,avall
20080117X00067,1,N410UB,135,DEST,Hawker Beechcraft Corporation,1900C,,BEECHCRAFT,1900C,BEECHCRAFT 1900C,AIR,2,2,16600,,,NSCH,MAIL,,19123.9,N,4,avall
20080118X00074,1,N454SF,135,SUBS,Cessna,208B,,CESSNA,208,CESSNA 208,AIR,1,5,8550,,,NSCH,PAX,,8612.0,N,3,avall
20080122X00088,1,N733TW,121,,Boeing,737-2H4,,BOEING,737,BOEING 737,AIR,2,63,116000,,"Ameristar Air Cargo, Inc.",NSCH,PAX,,71959.0,Y,0,avall
20080411X00456,1,N41NE,121,,Fairchild,SA227-AC,,FAIRCHILD,SA227,FAIRCHILD SA227,AIR,2,19,16000,,,NSCH,CARG,,36207.0,Y,0,avall
20080125X00103,1,N349NB,121,SUBS,Airbus Industrie,A319-114,,AIRBUS,A319,AIRBUS A319,AIR,2,132,155200,,,SCHD,PAX,,15029.0,Y,3,avall
20080514X00667,1,N462UA,121,,Airbus,A320,232,AIRBUS,A320,AIRBUS A320,AIR,2,,169756,2000,United Airlines Inc,SCHD,PAX,,27021.0,Y,0,avall
20080305X00268,1,N55F,135,SUBS,"Bombardier, Inc.",35A,,BOMBARDIER,35A,BOMBARDIER 35A,AIR,2,4,18300,,,NSCH,CARG,,26320.0,Y,3,avall
20080212X00178,1,N624AA,121,MINR,Boeing,B757-200,,BOEING,757,BOEING 757,AIR,,188,250000,,AMERICAN AIRLINES COMMERCIAL FLIGHT OPERATIONS,SCHD,PAX,,,Y,2,avall
20080213X00181,1,N698DM,135,SUBS,MCDONNELL DOUGLAS,369E,,MCDONNELL DOUGLAS,369E,MCDONNELL DOUGLAS 369E,HELI,1,5,3000,,Tropical Helicopters,NSCH,PAX,,9118.0,N,3,avall
20080222X00229,1,N651BR,121,,"Bombardier, Inc.",CL-600,2B19,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,54,,,Mesa Airlines,SCHD,PAX,,16431.0,Y,0,avall
20080220X00214,1,N444YV,121,,de Havilland,DHC-8-202,,DEHAVILLAND,8,DEHAVILLAND 8,AIR,2,40,36500,,"Mesa Airlines, Inc.",SCHD,PAX,,,Y,0,avall
20080222X00231,1,N67726,135,SUBS,Cessna,425,,CESSNA,425,CESSNA 425,AIR,2,7,8675,,FLIGHT CONCEPTS INC,NSCH,PAX,,4707.0,N,3,avall
20080304X00260,1,N569RP,121,,Embraer,EMB-145LR,,EMBRAER,EMB-145,EMBRAER EMB-145,AIR,2,53,48501,,,SCHD,PAX,,9943.0,Y,0,avall
20080228X00243,1,N935DL,121,MINR,McDonnell Douglas,MD-88,,MCDONNELL DOUGLAS,MD-88,MCDONNELL DOUGLAS MD-88,AIR,2,149,118000,,,SCHD,PAX,,51051.0,Y,2,avall
20080221X00224,1,N118SF,135,MINR,Hawker Beechcraft Corp.,99,,BEECHCRAFT,99,BEECHCRAFT 99,AIR,2,,10400,,,NSCH,CARG,,14079.0,N,2,avall
20081124X34243,1,N828MD,121,MINR,EMBRAER,ERJ170,100LR,EMBRAER,ERJ170,EMBRAER ERJ170,AIR,2,81,82310,,REPUBLIC AIRLINES INC,SCHD,PAX,,6471.0,Y,2,avall
20081124X34243,2,N752US,121,SUBS,AIRBUS,A319,111,AIRBUS,A319,AIRBUS A319,AIR,2,130,166447,,US AIRWAYS INC,SCHD,PAX,,16587.0,Y,3,avall
20080305X00267,1,N648SW,121,,BOEING,737-300,,BOEING,737,BOEING 737,AIR,2,145,118600,,Southwest Airlines Co.,SCHD,PAX,,36237.0,Y,0,avall
20080304X00257,1,N5489V,135,SUBS,CESSNA,210L,,CESSNA,210,CESSNA 210,AIR,1,1,3800,,FLIGHT EXPRESS INC,NSCH,CARG,,14077.0,N,3,avall
20080312X00305,1,N442UA,121,MINR,Airbus Industrie,A320,,AIRBUS,A320,AIRBUS A320,AIR,,,,,United Air Lines,SCHD,PAX,,34587.0,Y,2,avall
20080413X00464,1,N551WN,121,,Boeing,737-700,,BOEING,737,BOEING 737,AIR,2,136,154500,,Southwest Airlines Co.,SCHD,PAX,,18985.0,Y,0,avall
20080307X00283,1,N741SA,121,MINR,BOEING,737-7H4,,BOEING,737,BOEING 737,AIR,2,145,154500,,SOUTHWEST AIRLINES CO,SCHD,PAX,,34448.0,Y,2,avall
20080307X00283,2,N652SW,121,MINR,BOEING,737-3H4,,BOEING,737,BOEING 737,AIR,2,145,136000,,SOUTHWEST AIRLINES CO,SCHD,PAX,,35837.0,Y,2,avall
20080321X00352,1,N594DM,135,SUBS,CESSNA,402C,,CESSNA,402,CESSNA 402,AIR,2,2,7210,,Aero Charter & Transport,NSCH,CARG,,18952.0,N,3,avall
20080408X00438,1,N300SH,135,SUBS,Cessna,402B,,CESSNA,402,CESSNA 402,AIR,2,7,6300,,BIMINI ISLAND AIR INC,NSCH,PAX,,10454.3,N,3,avall
20080321X00355,1,N120SC,135,SUBS,Swearingen,SA-226AT,,SWEARINGEN,226A,SWEARINGEN 226A,AIR,2,2,12500,,,NSCH,CARG,,21600.0,N,3,avall
20080328X00397,1,N4098A,135,SUBS,Piper,PA-31-350,,PIPER,PA-31,PIPER PA-31,AIR,2,2,7000,,Ameriflight LLC,NSCH,CARG,,16547.0,N,3,avall
20080511X00647,1,N406LH,135,MINR,AEROSPATIALE,AS355F1,,AEROSPATIALE,AS355F,AEROSPATIALE AS355F,HELI,2,6,5291,,Liberty Helicopters,NSCH,PAX,,7393.0,N,2,avall
20080509X00640,1,N921UW,121,MINR,Boeing,757-200,,BOEING,757,BOEING 757,AIR,,,,,US AIRWAYS INC,SCHD,PAX,,,Y,2,avall
20080331X00404,1,N261GL,121,MINR,Raytheon Aircraft Company,1900D,,RAYTHEON AIRCRAFT COMPANY,1900D,RAYTHEON AIRCRAFT COMPANY 1900D,AIR,2,19,17230,,Great Lakes Aviation,SCHD,PAX,,24078.3,Y,2,avall
20080610X00820,1,N4010Q,135,SUBS,CESSNA,402,,CESSNA,402,CESSNA 402,AIR,2,9,6300,,"King Airelines, Inc.",NSCH,PAX,,13382.4,N,3,avall
20080404X00426,1,N23661,121,MINR,BOEING,737-524,,BOEING,737,BOEING 737,AIR,2,122,133500,,Continental Airlines Inc,SCHD,PAX,,25824.0,Y,2,avall
20080407X00434,1,N8327S,135,SUBS,PIPER,PA-32,,PIPER,PA-32,PIPER PA-32,AIR,1,7,3600,,Peninsula Airways Inc.,NSCH,CARG,,15026.0,N,3,avall
20080722X01094,1,N947AN,121,,Boeing,737-823,,BOEING,737,BOEING 737,AIR,2,148,174200,,,SCHD,PAX,,22788.0,Y,0,avall
20080414X00473,1,N741,135,SUBS,GRUMMAN,G-21A,,GRUMMAN,21A,GRUMMAN 21A,AIR,2,10,9200,,"Peninsula Airways, Inc.",SCHD,PAX,,12228.0,N,3,avall
20080528X00734,1,N7935Q,135,SUBS,Cessna,310Q,,CESSNA,310,CESSNA 310,AIR,2,6,5300,,"Aero Charter and Transport, Inc.",NSCH,CARG,,7928.0,N,3,avall
20080421X00524,1,N213EH,135,SUBS,EUROCOPTER,AS 350 B2,,EUROCOPTER,350,EUROCOPTER 350,HELI,1,6,4961,,ERA HELICOPTERS LLC,NSCH,PAX,,4983.0,N,3,avall
20081003X63355,1,N704CK,121,MINR,BOEING,747,747-209F,BOEING,747,BOEING 747,AIR,4,,,,KALITTA AIR LLC,SCHD,CARG,,,Y,2,avall
20080508X00629,1,N513FS,135,SUBS,Cessna,421C,,CESSNA,421,CESSNA 421,AIR,2,8,7579,,,NSCH,PAX,,6000.0,N,3,avall
20080613X00850,1,N62CZ,135,SUBS,EMBRAER,EMB-110P1,,EMBRAER,EMB-110,EMBRAER EMB-110,AIR,2,2,13007,,Air Now,NSCH,CARG,,24924.0,N,3,avall
20080506X00598,1,N918XJ,121,,BOMBARDIER INC,CL600-2D24,,BOMBARDIER,CL600-2D24,BOMBARDIER CL600-2D24,AIR,2,82,84500,,MESABA AVIATION INC,SCHD,PAX,,388.0,Y,0,avall
20081219X16532,1,N595FE,121,MINR,BOEING,MD-11,,BOEING,MD-11,BOEING MD-11,AIR,3,,,,FedEx Ecpress,SCHD,CARG,,55739.0,,2,avall
20080702X00971,1,N62355,135,SUBS,de Havilland,DHC-2,,DEHAVILLAND,2,DEHAVILLAND 2,AIR,1,,4950,,Ward Air Inc.,NSCH,PAX,,,N,3,avall
20080523X00720,1,N9558Q,135,SUBS,de Havilland,DHC-2 MK I,,DEHAVILLAND,2,DEHAVILLAND 2,AIR,1,7,5370,,"Lake Chelan Air Service, Inc.",NSCH,PAX,,12070.0,N,3,avall
20080530X00758,1,N195GA,135,DEST,BEECH,1900C,,BEECHCRAFT,1900C,BEECHCRAFT 1900C,AIR,2,2,16600,,ALPINE AVIATION INC,NSCH,CARG,,34651.0,N,4,avall
20080529X00746,1,N67GE,135,DEST,AEROSPATIALE,AS-350-D,,AEROSPATIALE,350,AEROSPATIALE 350,HELI,1,7,4300,,Island Express Helicopters,NSCH,PAX,,9687.0,N,4,avall
20080620X00890,1,N704CK,121,DEST,Boeing,B747-200,,BOEING,747,BOEING 747,AIR,,,,,KALITTA AIR,NSCH,CARG,,,,4,avall
20081003X16303,1,N816AE,121,,EMBRAER,140,LR,EMBRAER,140,EMBRAER 140,AIR,2,47,46517,,American Airlines,SCHD,PAX,,,Y,0,avall
20080604X00792,1,N389ES,135,SUBS,CESSNA,172R,,CESSNA,172,CESSNA 172,AIR,1,4,2550,,Redtail Aviation Inc,NSCH,PAX,,2746.0,N,3,avall
20080602X00762,1,N893FE,135,SUBS,CESSNA,208B,,CESSNA,208,CESSNA 208,AIR,1,2,8750,,CSA AIR INC,NSCH,CARG,,8625.0,N,3,avall
20080723X01111,1,N720AX,121,,MCDONNELL DOUGLAS,DC10,30,MCDONNELL DOUGLAS,DC10,MCDONNELL DOUGLAS DC10,AIR,3,360,580000,,Omni Air International,NSCH,PAX,,,Y,0,avall
20080613X00858,1,N416PH,135,DEST,BELL,407,,BELL,407,BELL 407,HELI,1,4,5000,,,NSCH,PAX,,6185.0,N,4,avall
20080723X01108,1,N319NE,121,SUBS,Boeing,B727-200F,,BOEING,727,BOEING 727,AIR,,,,,Asia Pacific Airlines,NSCH,CARG,,,,3,avall
20080630X00944,1,N13713,135,SUBS,CESSNA,172M,,CESSNA,172,CESSNA 172,AIR,1,4,2300,,"Above It All, Inc.",NSCH,PAX,,12921.0,N,3,avall
20080702X00969,1,N656WA,135,SUBS,DEHAVILLAND,DHC6,,DEHAVILLAND,DHC6,DEHAVILLAND DHC6,AIR,2,2,11579,,WIGGINS AIRWAYS INC,NSCH,CARG,,38185.0,N,3,avall
20080703X00974,1,N554FE,121,SUBS,DOUGLAS,MD-10,-10,MCDONNELL DOUGLAS,MD-10,MCDONNELL DOUGLAS MD-10,AIR,3,,440000,,FEDERAL EXPRESS CORP,NSCH,CARG,,86958.0,Y,3,avall
20080708X00988,1,N432MS,135,SUBS,SCHWEIZER,269C,,SCHWEIZER,269C,SCHWEIZER 269C,HELI,1,3,2050,,Northern Skies Aviation Inc.,NSCH,PAX,,3293.0,N,3,avall
20080714X01030,1,N4912A,135,SUBS,CESSNA,310R,,CESSNA,310,CESSNA 310,AIR,2,6,5680,,"MARCO AVIATION, INC",NSCH,PAX,,8914.0,N,3,avall
20080715X01051,1,N407GA,135,DEST,BELL,407,,BELL,407,BELL 407,HELI,1,6,5000,,Air Methods Corp.,NSCH,PAX,,9372.6,N,4,avall
20080715X01051,2,N407MJ,135,DEST,BELL,407,,BELL,407,BELL 407,HELI,1,7,5000,,"Classic Helicopter Limited, L.C.",NSCH,PAX,,4503.0,N,4,avall
20080701X00963,1,N799AX,121,DEST,BOEING,767,281,BOEING,767,BOEING 767,AIR,2,,347000,,ABX Air,NSCH,CARG,,47068.0,Y,4,avall
20080711X01019,1,N343AA,135,SUBS,SIKORSKY,S-76A,,SIKORSKY,76A,SIKORSKY 76A,HELI,2,14,10500,,Artic Air Service,NSCH,PAX,,4310.0,Y,3,avall
20080720X01081,1,N725PS,121,SUBS,"Bombardier, Inc.",CL-600-2C10,,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,75,44998,,PSA Airlines Inc.,SCHD,PAX,,9011.0,Y,3,avall
20080720X01081,2,N228PS,121,SUBS,"Bombardier, Inc.",CL-600-2B19,,BOMBARDIER,CL-600,BOMBARDIER CL-600,AIR,2,54,53250,,PSA AIRLINES INC,SCHD,PAX,,10544.0,Y,3,avall
20080630X00945,1,N565TA,135,SUBS,de Havilland,DHC-3,,DEHAVILLAND,3,DEHAVILLAND 3,AIR,1,,,,TALKEETNA AIR TAXI INC,NSCH,PAX,,,N,3,avall
20080701X00960,1,N7XZ,135,SUBS,CESSNA,TR182,,CESSNA,R182,CESSNA R182,AIR,1,4,3180,,Spirit Flight Inc.,NSCH,PAX,,3793.3,N,3,avall
20080709X00995,1,N339AT,121,,Boeing,737-700,,BOEING,737,BOEING 737,AIR,2,,,,,SCHD,PAX,,,,0,avall
20080709X00995,2,N857NW,121,,Airbus Industrie,A330-200,,AIRBUS,A330,AIRBUS A330,AIR,2,,,,,SCHD,PAX,,,,0,avall
20080713X01025,1,N714CK,121,DEST,BOEING,747-200FM,,BOEING,747,BOEING 747,AIR,,,,,KALITTA FLYING SERVICE INC,NSCH,CARG,,,,4,avall
20080728X01116,1,N199US,121,DEST,MCDONNELL DOUGLAS,DC-9-15,,MCDONNELL DOUGLAS,DC-9,MCDONNELL DOUGLAS DC-9,AIR,,,,,USA JET AIRLINES INC,NSCH,CARG,,,,4,avall
20080808X01189,1,N804ME,121,MINR,MCDONNELL DOUGLAS,MD-81,,MCDONNELL DOUGLAS,MD-81,MCDONNELL DOUGLAS MD-81,AIR,2,89,140000,,"Midwest Airlines, Inc.",NSCH,PAX,,46844.0,Y,2,avall
20080714X01032,1,N988PA,135,,Learjet,45,,LEARJET,45,LEARJET 45,AIR,,,,,,SCHD,PAX,,,,0,avall
20080728X01118,2,N672AE,121,,Embraer,145,,EMBRAER,145,EMBRAER 145,AIR,,,,,,SCHD,PAX,,,,0,avall
20080905X01389,1,N6AQ,135,SUBS,Beech,65-A80,,BEECHCRAFT,65,BEECHCRAFT 65,AIR,2,,8800,,Western Air Express Inc,NSCH,CARG,,9429.0,N,3,avall
20080808X01181,1,N411FS,135,SUBS,AERO COMMANDER,500-B,,AERO COMMANDER,500,AERO COMMANDER 500,AIR,2,7,6750,,"Bevins Air Service, Inc.",NSCH,PAX,,18092.0,N,3,avall
20080812X01218,1,N364PX,121,,Saab-Scania AB (Saab),SAAB 340B,,SAAB-SCANIA AB (SAAB),340B,SAAB-SCANIA AB (SAAB) 340B,AIR,2,33,29000,,PENINSULA AIRWAYS INC,SCHD,PAX,,,Y,0,avall
20080806X01166,1,N818MV,135,DEST,Raytheon Corporate Jets,BAE 125-800A,,RAYTHEON CORPORATE JETS,125,RAYTHEON CORPORATE JETS 125,AIR,2,10,27400,,"East Coast Jets Inc.,",NSCH,PAX,,6567.0,Y,4,avall
