recnum,trans_date,docket_no,regist_no,date_occurrence,locat_near,location,acft_make,acft_model,second_acft_regno,time_occur,acc_inc_class,locat_state_terr,acft_make_code,acft_model_code,engin_make,engin_model,type_craft,landing_gear,wgt_cat,no_engines,type_power,acft_adamg,fire_aftr_impt,fuel_type,type_operator,kind_fly_gena,name_comm_carr,operation_type,accident_type1,operation_phase1,accident_type2,operation_phase2,alt_of_occ,recv_alt,aircraft_speed,operator,forced_landing,emergency,recov_loss,oxy_systm,paraachute,light_cond,type_weathr,wethr_brief,wethr_forcast,flight_plan,instrm_approh,air_equt_inst_flt,airpt_proix,airpt_acc_dirt,lat_dist,airport_class,airport_name,elev_airpt,runwy_comp,runwy_cond,runwy_lite,runwy_hazz,runwy_barr,tower_unicom,runway_ln,depart_pt,lastpln_depart,inten_destin,gndele_accsite,terrain_typ,miss_aircft,airspace_seg,pilot_involed1,pilot_involed2,hours_total_pilot1,hours_total_pilot2,hours_in_type_pilot1,hours_in_type_pilot2,age_pilot1,age_pilot2,medical_cert_pilot1,medical_cert_pilot2,rating_1,rating_2,rated_aircraft_1,rated_aircraft_2,certificate_pilot1,certificate_pilot2,occupation_1,occupation_2,at_controls,cause_factor_1p,cause_factor_1m,cause_factor_1s,cause_factor_2p,cause_factor_2m,cause_factor_2s,cause_factor_3p,cause_factor_3m,cause_factor_3s,cause_factor_4p,cause_factor_4m,cause_factor_4s,cause_factor_5p,cause_factor_5m,cause_factor_5s,cause_factor_6p,cause_factor_6m,cause_factor_6s,cause_factor_7p,cause_factor_7m,cause_factor_7s,cause_factor_8p,cause_factor_8m,cause_factor_8s,cause_factor_9p,cause_factor_9m,cause_factor_9s,cause_factor_10p,cause_factor_10m,cause_factor_10s,injury_index,pilot_fatal,pilot_serious,pilot_minor,pilot_none,pilot_unknown,pilot_totals,co_pilot_fatal,co_pilot_serious,co_pilot_minor,co_pilot_none,co_pilot_unknown,co_pilot_totals,dual_student_fatal,dual_student_serious,dual_student_minor,dual_student_none,dual_student_unknown,dual_student_totals,hull_loss,chk_pilot_fatal,chk_pilot_serious,chk_pilot_minor,chk_pilot_none,chk_pilot_unknown,chk_pilot_totals,flt_engn_fatal,flt_engn_serious,flt_engn_minor,flt_engn_none,flt_engn_unknown,flt_engn_totals,navigtr_fatal,navigtr_serious,navigtr_minor,navigtr_none,navigtr_unknown,navigtr_totals,cabin_attn_fatal,cabin_attn_serious,cabin_attn_minor,cabin_attn_none,cabin_attn_unknown,cabin_attn_totals,extra_crew_fatal,extra_crew_serious,extra_crew_minor,extra_crew_none,extra_crew_unknown,extra_crew_totals,passengers_fatal,passengers_serious,passengers_minor,passengers_none,passengers_unknown,passengers_totals,total_abrd_fatal,total_abrd_serious,total_abrd_minor,total_abrd_none,total_abrd_unknown,total_abrd_totals,other_airc_fatal,other_airc_serious,other_airc_minor,other_airc_none,other_airc_unknown,other_airc_totals,other_grnd_fatal,other_grnd_serious,other_grnd_minor,other_grnd_none,other_grnd_unknown,other_xxxx_totals,bi_fligt_rev,recency_expr,comm_plt_prof,runway_used,grand_total_fatal,grand_total_serious,grand_total_minor,grand_total_none,grand_total_unknown,grand_total_totals,faa_persnl_fatal,_source_file,_ingested_at
922,1966-07-07 00:00:00,2 0632,N3899Z,1964-08-27 00:00:00,N,SCRANTON NC,PIPER,PA18,,1135,A,33,124,20,12,06,A,A,A,1,A,S,,,C,CA,,,N0,DJ,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00002,J,,,A,,00943A,,00298A,,38A,,EA,,AA,,YA,,CA,,GA,,A,64,A,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
923,1966-02-19 00:00:00,2 0633,N2510V,1964-09-06 00:00:00,,PRINCETON ME,CESSNA,170,,1920,A,19,039,13,20,14,A,A,A,1,A,S,,,D,B0,,,U,EJ,E,EE,,,,,A,,,,,C,A,,,A,,,A,,Z,F,PRINCETON,00250,A,Y,,,,,04000,,,,,,,,A,,00142A,,00013A,,38A,,CA,,AA,,YA,,BA,,,,A,88,C,96,74,C,SY,88,C,AD,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
924,1966-02-19 00:00:00,2 0634,N84740,1964-05-02 00:00:00,,FREDERICKSBURG VA,AERONCA,7AC,,1818,A,46,003,12,20,06,A,A,A,1,A,D,,Z,D,B1,,,U,C0,Q,C1,00250,,,,,,,,,B,A,,,A,,,J,C,Z,A,SHANNON,00082,A,,,,,A,03800,,,,00100,D,,,A,,ZA,,ZA,,29A,,BA,,AA,,ZA,,CA,,YA,,A,68,C,D1,68,C,D5,64,C,29,64,2,16,,,,,,,,,,,,,,,,,,,F,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
925,1966-07-07 00:00:00,2 0635,N75619,1964-08-06 00:00:00,N,HURT VA,PIPER,AE-1,,1635,A,46,124,13,12,05,A,A,A,1,A,D,Y,A,C,CA,,,N0,DH,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00950,H,,,A,,02443A,,01000A,,54A,,FA,,AA,,YA,,CA,,GA,,A,64,A,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
926,1969-06-24 00:00:00,2 0636,N3575A,1964-08-15 00:00:00,,DALTON GA,PIPER,PA-22,,1105,A,10,124,23,12,05,A,A,A,1,A,D,Y,A,D,B0,,,Q,D2,,,,,,,,,,,,B,A,F,A,B,,Y,K,N,,F,,,,,,,,C,,,,,01300,A,,,A,,00850A,,00700A,,54A,,CA,,AA,,YA,,BA,,YA,,A,64,A,04,82,J,A,82,J,C,64,1,33,64,1,27,,,,,,,,,,,,,,,,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
927,1966-07-07 00:00:00,2 0637,N8464Z,1964-08-27 00:00:00,,WICHITA KANSAS,CESSNA,P206,,0917,A,16,039,29,20,36,A,A,A,1,A,S,,Z,K,DB,,,Z,EB,M1,EB,01434,,,,,,,,,B,A,,,A,,,A,A,Z,Y,CESSNA,1384,A,,,,,,02300,,,,,,,,A,,01700A,,00108A,,31A,,BA,,PA,,YA,,FA,,GA,,A,84,C,1,64,C,33,88,C,22,88,3,61,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
928,1966-07-07 00:00:00,2 0638,N7027C,1964-08-29 00:00:00,,CASPER WYO,GRUMMAN,TBM-3E,,0720,A,50,071,05,52,28,A,A,B,1,A,D,Y,C,C,CC,,,Q,DH,,,,,,,,,,,,B,A,Z,Z,A,,,N,,,,,,,,,,,,,,,,08000,A,,,A,,04000A,,00300A,,43A,,BA,,MA,,YA,,CA,,GA,,A,64,A,16,82,J,K,82,J,M,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
929,1966-07-07 00:00:00,2 0639,NONE,1964-08-29 00:00:00,N,JAMUL CALIF,HOMEMADE,GLIDER,,1145,A,05,200,,,,C,A,A,0,E,D,,,D,B1,,,Q,C8,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00700,D,,,A,,00002A,,00001A,,18A,,JA,,ZA,,XA,,IA,,,,A,68,A,J2,84,A,J,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
930,1966-07-07 00:00:00,2 0640,N516RA,1964-08-29 00:00:00,N,RENTON WASH,CESSNA,150,,0803,A,47,039,12,20,22,A,A,A,1,A,D,,,F,A1,,,M0,D1,,,,,,,,,,,,B,A,Y,Z,A,,Y,N,,,,,,,,,,,,,,,,01275,A,,,A,,00021A,,00007A,,45A,,FA,,AA,,YA,,AA,,FA,,A,64,A,04,68,A,C0,82,J,A,82,J,C,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
931,1966-07-07 00:00:00,2 0641,N868Z,1964-09-01 00:00:00,,WORCESTER MASS,CARSON,S-C4,,0918,A,21,024,02,04,15,B,E,A,1,A,S,,,F,B1,,,M1,C2,,,,,,,,,,,,B,A,,,A,,,A,,,A,WORCESTER MUN,01009,A,Y,E,,,A,Z,,,,01018,D,,,A,,01128A,,00000A,,33A,,BA,,TA,,XA,,CA,,GA,,A,64,A,23,64,A,31,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
932,1966-07-07 00:00:00,2 0642,N6657M,1964-04-19 00:00:00,N,CAMAS WASHINGTON,STINSON,108-3,,1121,A,47,162,02,04,11,A,A,A,1,A,D,,,D,B0,,,Q,D8,,,01100,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00900,H,,,A,,00157A,,00145A,,28A,,CA,,AA,,YA,,AA,,,,A,84,A,I,88,J,14,64,1,64,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
933,1966-07-07 00:00:00,2 0643,N87002,1964-07-26 00:00:00,,STANARDSVILLE VA,FORNEY,415C,,1130,A,46,063,01,20,11,A,A,A,1,A,D,Y,A,D,B0,,,M0,DC,,,,,,,,,,,,B,B,N,A,A,,,N,,,,,,,,,,,,,,,,2500,A,R,,A,,00170A,,00050A,,38A,,CA,,AA,,YA,,AA,,,,A,64,A,04,64,A,33,64,A,29,82,J,A,82,J,C,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
934,1966-07-07 00:00:00,2 0644,N139SF,1964-08-23 00:00:00,N,FILLMORE CALIF,CESSNA,150,,1230,A,05,039,12,20,22,A,A,A,1,A,D,Y,Z,F,A0,,,M1,D9,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,03200,A,R,,A,C,00591A,00049C,00511A,00049C,26A,23C,BA,BC,AA,AC,YA,YC,FA,BC,GA,YC,A,84,A,I,88,J,14,88,J,14,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
935,1966-07-07 00:00:00,2 0645,N49385,1964-09-03 00:00:00,N,QUINCY WASH,BOEING,A75,N6683Z,1750,A,47,027,15,39,07,A,A,A,1,A,S,,,C,CA,,,L0,DK,,,01400,Z,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,01200,D,,,A,,05874A,,05500A,,37A,,BA,,MA,,YA,,CA,,GA,,A,64,A,14,68,A,K0,,,,,,,,,,,,,,,,,,,,,,,,,F,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,1,0,0,1,0,2,0,PRE1982.MDB,2026-04-14 02:19:16.142676
936,1966-07-07 00:00:00,2 0645,N6683Z,1964-09-03 00:00:00,N,QUINCY WASH,PIPER,PA-25,N49385,1750,A,47,124,26,12,20,A,A,A,1,A,D,Y,,D,CA,,,L0,DK,,,01400,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,01200,D,,,,0,6300A1,0,0900A1,3,9A1,,BA,,MA,,YA,,FA,,EA,,A,64,A,14,88,A,79,68,A,K0,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,,1,0,0,1,0,2,0,PRE1982.MDB,2026-04-14 02:19:16.142676
937,1966-07-07 00:00:00,2 0646,N7491D,1964-09-04 00:00:00,,WINCHESTER ARK,PIPER,PA-18A,,1730,A,04,124,20,12,06,A,A,A,1,A,D,,,C,CA,,,Q,DK,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00002,D,,,A,,01200A,,00400A,,29A,,EA,,AA,,YA,,CA,,GA,,A,64,A,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
938,1966-07-07 00:00:00,2 0647,N9891Y,1964-09-04 00:00:00,N,CLARENDON ARK,CHAMPION,7GCB,,0600,A,04,003,12,12,06,A,A,A,1,A,D,Y,Z,C,CA,,,Q,DJ,,,,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,00170,D,,,A,,00747A,,00126A,,27A,,BA,,MA,,YA,,FA,,GA,,A,64,A,47,88,A,62,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
939,1966-07-07 00:00:00,2 0648,N96811,1964-09-04 00:00:00,N,FALLON NEVADA,TAYLORCRAFT,BC-12D,,1800,A,28,157,05,20,09,A,A,A,1,A,D,,A,D,B0,,,Q,D7,M1,D9,05950,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,03950,D,,,A,,00084A,,00060A,,28A,,CA,,AA,,YA,,AA,,EA,,A,64,C,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
940,1965-06-23 00:00:00,2 0649,N7294X,1964-01-13 00:00:00,N,SAN JOSE CALIF,CESSNA,150B,,1815,A,05,039,12,20,22,A,A,A,1,A,D,,,F,B0,,,N1,D9,,,,,,,,,,,,D,B,M,A,A,,Y,N,G,,,REID HILLVIEW,,,,,,,,,,,,02000,B,R,,A,,00650A,,00150A,,47A,,CA,,EA,,,,BA,,DA,,A,64,A,04,64,A,29,82,J,F,82,J,L,88,J,74,88,J,75,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
941,1966-07-07 00:00:00,2 0650,N5436B,1964-08-16 00:00:00,N,ELKO NEV,CESSNA,182,,0125,A,28,039,17,20,26,A,A,A,1,A,D,Y,A,E,CI,,,M0,D1,,,,,,,,,,,,D,A,M,A,B,,Y,N,,,,,,,,,,,,,,,,06500,A,R,,A,,06675A,,00400A,,35A,,BA,,EA,,YA,,CA,,GA,,A,64,A,04,64,A,27,82,A,V,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
942,1966-07-07 00:00:00,2 0651,N152Z,1964-08-26 00:00:00,N,AUSTIN NEVADA,BEECHCRAFT,C-45H,,0835,A,28,022,16,39,07,A,A,A,2,A,D,Y,A,G,CA,,,M1,DG,,,08360,,,,,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,08360,A,,,A,,04130A,,01044A,,39A,,AA,,SA,,YA,,CA,,GA,,A,84,A,I,64,J,64,82,J,W,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
943,1966-07-07 00:00:00,2 0652,N612V,1964-09-02 00:00:00,N,VINTON LOUISIANA,BEECHCRAFT,35-33,,0830,A,18,022,20,20,28,A,A,A,1,A,D,,Z,D,B2,,,Q,EB,,,00100,,,,,,,,,B,A,,,A,,,E,C,Z,E,MOORE RANCH,,,C,,,,,03000,,,,00009,D,,,A,,00500A,,ZA,,41A,,CA,,EA,,YA,,BA,,DA,,A,64,A,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
944,1966-07-07 00:00:00,2 0653,N8745T,1964-09-04 00:00:00,,PARKER ARIZ,CESSNA,182C,,0200,A,03,039,17,20,26,A,A,A,1,A,D,,,D,DZ,,,M0,D1,,,,,,,,,,,,D,A,,,A,,,N,,,,,,,,,,,,,,,,00550,D,R,,A,,02500A,,ZA,,34A,,CA,,AA,,ZA,,BA,,EA,,A,84,A,J,88,1,79,,,,,,,,,,,,,,,,,,,,,,,,,F,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
945,1966-02-19 00:00:00,2 0654,N6831P,1964-09-25 00:00:00,,ELGIN ILL,PIPER,PA24,N8433P,1325,A,13,124,25,12,09,A,A,A,1,A,D,,,M,B0,,,L1,EE,,,,,,,,,,,,B,A,,,A,,,A,,,A,ELGIN,00782,A,,,,,,02800,,,,,,,,A,,00692A,,00087A,,38A,,BA,,AA,,,,CA,,,,A,64,A,14,64,A,20,68,A,K0,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,,,,,0,0,0,3,0,3,0,PRE1982.MDB,2026-04-14 02:19:16.142676
946,1966-02-19 00:00:00,2 0654,N8433P,1964-09-25 00:00:00,,ELGIN ILL,PIPER,PA24,N6831P,1325,A,13,124,25,12,40,A,A,A,1,A,S,,,D,B0,,,L1,EE,,,,,,,,,,,,B,A,,,A,,,A,,,A,ELGIN,00782,A,,,,,,02800,,,,,,,,A,,00200A,,00030A,,44A,,FA,,AA,,,,BA,,DA,,A,64,A,14,68,A,K0,,,,,,,,,,,,,,,,,,,,,,,,,N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,,,,,0,0,0,3,0,3,0,PRE1982.MDB,2026-04-14 02:19:16.142676
947,1966-02-19 00:00:00,2 0655,N85282,1964-11-01 00:00:00,,SCHOOLCRAFT MICH,CHAMPION,7AC,,1100,A,22,003,12,20,06,A,A,A,1,A,S,,,D,B0,,,Q,EB,,,,,,,,,,,,B,A,,,A,,,E,E,,E,,Z,Z,,,,,,Z,,,,00700,J,,,A,,00072A,,00072A,,32A,,CA,,AA,,YA,,AA,,,,A,64,A,16,64,J,08,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
948,1972-05-15 00:00:00,2 0656,N4869M,1964-11-06 00:00:00,,LOUISBURG NC,PIPER,PA-11,,1700,A,33,124,05,20,06,A,A,A,1,A,S,,,D,B0,,,U,C1,Q,EB,00490,,,,B,,,,,B,A,,,A,,,F,Z,,F,FRANKLIN FIELD,00290,C,Y,,,,,02100,,,,,,,,A,,ZA,,ZA,,28A,,CA,,AA,,,,BA,,,,A,88,A,96,64,C,32,64,C,29,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
949,1966-02-19 00:00:00,2 0657,N117Q,1964-11-11 00:00:00,,FAIRVIEW OKLA,DEAN CASE,SPECL,,1320,A,36,200,,12,10,A,A,A,1,A,D,,,D,DF,,,M1,D7,,,,,,,,,,,,B,A,Z,,A,,,F,G,,F,FAIRVIEW,,C,,,,,,,,,,01300,J,,,A,,02500A,,00400A,,33A,,BA,,AA,,YA,,CA,,GA,,A,64,A,49,82,J,H,,,,,,,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
950,1966-02-19 00:00:00,2 0658,N31392,1964-10-30 00:00:00,,CAMERON ARIZ,AERONCA,65CA,,1230,A,03,003,15,20,06,A,A,A,1,A,S,,,D,B0,,,U,D1,N0,EB,,,,,E,,,,,B,A,,,A,,,N,,,,,,,,,,,,,,,,05000,D,,,A,,00278A,,ZA,,28A,,CA,,AA,,,,IA,,YA,,A,74,A,KA,64,B,15,64,3,29,88,3,63,,,,,,,,,,,,,,,,,,,C,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,PRE1982.MDB,2026-04-14 02:19:16.142676
